"Source","DateOffset","HotFixID","Description","InstalledBy"
"Server55","-327","MSKB6958704","Update","NT AUTHORITY\SYSTEM"
"Server56","-327","MSKB7427059","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-327","MSKB8203578","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-327","MSKB3199483","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-327","MSKB7995394","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-327","MSKB4944137","Update","NT AUTHORITY\SYSTEM"
"Server57","-327","MSKB1602084","Update","NT AUTHORITY\SYSTEM"
"Server57","-327","MSKB5718391","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-327","MSKB7697803","Update","NT AUTHORITY\SYSTEM"
"Server57","-327","MSKB5150222","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-327","MSKB8929062","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-327","MSKB3018465","Update","NT AUTHORITY\SYSTEM"
"Server60","-327","MSKB4473068","Update","NT AUTHORITY\SYSTEM"
"Server60","-327","MSKB8972839","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-327","MSKB2487989","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-327","MSKB3723923","Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB2880902","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB2331963","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB6393354","Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB7943508","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB6418067","Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB1015640","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-327","MSKB1492397","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-327","MSKB1524574","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-327","MSKB6594496","Update","NT AUTHORITY\SYSTEM"
"Server65","-327","MSKB2200830","Update","NT AUTHORITY\SYSTEM"
"Server65","-327","MSKB3267877","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-327","MSKB9127972","Update","NT AUTHORITY\SYSTEM"
"Server66","-327","MSKB9916412","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-327","MSKB4174158","Update","NT AUTHORITY\SYSTEM"
"Server68","-327","MSKB9803796","Update","NT AUTHORITY\SYSTEM"
"Server68","-327","MSKB3647517","Update","NT AUTHORITY\SYSTEM"
"Server68","-327","MSKB3842210","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-327","MSKB6619709","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-327","MSKB1845527","Update","NT AUTHORITY\SYSTEM"
"Server70","-327","MSKB4232427","Update","NT AUTHORITY\SYSTEM"
"Server70","-327","MSKB9214111","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-327","MSKB7146285","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-327","MSKB8959237","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-327","MSKB2423894","Update","NT AUTHORITY\SYSTEM"
"Server74","-327","MSKB5776385","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-327","MSKB9675325","Update","NT AUTHORITY\SYSTEM"
"Server74","-327","MSKB1192315","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-327","MSKB3579913","Update","NT AUTHORITY\SYSTEM"
"Server74","-327","MSKB4988830","Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB4738468","Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB2070796","Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB2709479","Security Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB9985628","Security Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB7321531","Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB5468255","Update","NT AUTHORITY\SYSTEM"
"Server75","-327","MSKB7632009","Update","NT AUTHORITY\SYSTEM"
"Server76","-327","MSKB1192108","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-327","MSKB5940536","Update","NT AUTHORITY\SYSTEM"
"Server76","-327","MSKB6010233","Update","NT AUTHORITY\SYSTEM"
"Server76","-327","MSKB8375207","Update","NT AUTHORITY\SYSTEM"
"Server76","-327","MSKB2180296","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-327","MSKB8025261","Update","NT AUTHORITY\SYSTEM"
"Server81","-327","MSKB9904392","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-327","MSKB9275028","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-327","MSKB5864472","Update","NT AUTHORITY\SYSTEM"
"Server82","-327","MSKB1186598","Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB4756769","Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB1429566","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB1976051","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB6971647","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB1688863","Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB4660510","Update","NT AUTHORITY\SYSTEM"
"Server85","-327","MSKB5466736","Security Update","NT AUTHORITY\SYSTEM"
"Server87","-327","MSKB8390592","Update","NT AUTHORITY\SYSTEM"
"Server87","-327","MSKB3973821","Security Update","NT AUTHORITY\SYSTEM"
"Server87","-327","MSKB7000900","Update","NT AUTHORITY\SYSTEM"
"Server88","-327","MSKB5949277","Update","NT AUTHORITY\SYSTEM"
"Server88","-327","MSKB8192588","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-327","MSKB2327778","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-327","MSKB7875535","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-327","MSKB3024682","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-327","MSKB1117043","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-327","MSKB4359849","Update","NT AUTHORITY\SYSTEM"
"Server91","-327","MSKB2737407","Update","NT AUTHORITY\SYSTEM"
"Server93","-327","MSKB2915630","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-327","MSKB1409465","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-327","MSKB4507282","Update","NT AUTHORITY\SYSTEM"
"Server93","-327","MSKB8963041","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-327","MSKB7687105","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-327","MSKB7189695","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-327","MSKB4709245","Update","NT AUTHORITY\SYSTEM"
"Server94","-327","MSKB3291224","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-327","MSKB6792824","Update","NT AUTHORITY\SYSTEM"
"Server95","-327","MSKB5362392","Update","NT AUTHORITY\SYSTEM"
"Server95","-327","MSKB4674449","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-327","MSKB8102814","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-327","MSKB1193415","Update","NT AUTHORITY\SYSTEM"
"Server98","-327","MSKB4936182","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-327","MSKB9268204","Update","NT AUTHORITY\SYSTEM"
"Server98","-327","MSKB4188523","Update","NT AUTHORITY\SYSTEM"
"Server98","-327","MSKB4769579","Update","NT AUTHORITY\SYSTEM"
"Server0","-320","MSKB2325954","Update","NT AUTHORITY\SYSTEM"
"Server0","-320","MSKB2651487","Security Update","NT AUTHORITY\SYSTEM"
"Server0","-320","MSKB5363392","Update","NT AUTHORITY\SYSTEM"
"Server0","-320","MSKB3377517","Update","NT AUTHORITY\SYSTEM"
"Server0","-320","MSKB3257540","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-320","MSKB8980580","Update","NT AUTHORITY\SYSTEM"
"Server1","-320","MSKB7474670","Update","NT AUTHORITY\SYSTEM"
"Server1","-320","MSKB6391918","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-320","MSKB7157600","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB1594878","Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB4855010","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB3672312","Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB9664483","Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB6934437","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB8957604","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-320","MSKB8291563","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-320","MSKB9039442","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-320","MSKB6219997","Update","NT AUTHORITY\SYSTEM"
"Server6","-320","MSKB2991547","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-320","MSKB8973506","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-320","MSKB5168094","Update","NT AUTHORITY\SYSTEM"
"Server6","-320","MSKB8750136","Security Update","NT AUTHORITY\SYSTEM"
"Server9","-320","MSKB4401663","Update","NT AUTHORITY\SYSTEM"
"Server9","-320","MSKB9039725","Update","NT AUTHORITY\SYSTEM"
"Server9","-320","MSKB6241000","Security Update","NT AUTHORITY\SYSTEM"
"Server9","-320","MSKB7143992","Update","NT AUTHORITY\SYSTEM"
"Server10","-320","MSKB6795575","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-320","MSKB5377205","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-320","MSKB4571841","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-320","MSKB3611539","Security Update","NT AUTHORITY\SYSTEM"
"Server10","-320","MSKB1324019","Update","NT AUTHORITY\SYSTEM"
"Server14","-320","MSKB6090566","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-320","MSKB5836422","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-320","MSKB8763446","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-320","MSKB5241585","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-320","MSKB9192044","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-320","MSKB9558833","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-320","MSKB7180231","Update","NT AUTHORITY\SYSTEM"
"Server16","-320","MSKB5684023","Update","NT AUTHORITY\SYSTEM"
"Server16","-320","MSKB2770446","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-320","MSKB4780262","Update","NT AUTHORITY\SYSTEM"
"Server16","-320","MSKB1339741","Update","NT AUTHORITY\SYSTEM"
"Server18","-320","MSKB3873655","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-320","MSKB3881469","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-320","MSKB7003107","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-320","MSKB7507135","Update","NT AUTHORITY\SYSTEM"
"Server20","-320","MSKB9844145","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-320","MSKB4495944","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-320","MSKB2401994","Update","NT AUTHORITY\SYSTEM"
"Server20","-320","MSKB7925014","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-320","MSKB1240756","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-320","MSKB7676893","Update","NT AUTHORITY\SYSTEM"
"Server21","-320","MSKB9941879","Update","NT AUTHORITY\SYSTEM"
"Server21","-320","MSKB1167575","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-320","MSKB2150734","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-320","MSKB3643106","Update","NT AUTHORITY\SYSTEM"
"Server22","-320","MSKB7887387","Update","NT AUTHORITY\SYSTEM"
"Server22","-320","MSKB5504847","Update","NT AUTHORITY\SYSTEM"
"Server25","-320","MSKB4427359","Security Update","NT AUTHORITY\SYSTEM"
"Server26","-320","MSKB4923255","Update","NT AUTHORITY\SYSTEM"
"Server26","-320","MSKB2354720","Security Update","NT AUTHORITY\SYSTEM"
"Server26","-320","MSKB3958807","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-320","MSKB6877575","Update","NT AUTHORITY\SYSTEM"
"Server27","-320","MSKB8984045","Update","NT AUTHORITY\SYSTEM"
"Server28","-320","MSKB6837451","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-320","MSKB6676054","Security Update","NT AUTHORITY\SYSTEM"
"Server32","-320","MSKB2838916","Update","NT AUTHORITY\SYSTEM"
"Server32","-320","MSKB6117496","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-320","MSKB5870501","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-320","MSKB5455071","Update","NT AUTHORITY\SYSTEM"
"Server33","-320","MSKB7600428","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-320","MSKB5612937","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-320","MSKB8303461","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-320","MSKB1174324","Update","NT AUTHORITY\SYSTEM"
"Server36","-320","MSKB8933938","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-320","MSKB1908177","Update","NT AUTHORITY\SYSTEM"
"Server38","-320","MSKB8876137","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-320","MSKB9912903","Update","NT AUTHORITY\SYSTEM"
"Server39","-320","MSKB3227942","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-320","MSKB3306596","Update","NT AUTHORITY\SYSTEM"
"Server40","-320","MSKB3496593","Update","NT AUTHORITY\SYSTEM"
"Server40","-320","MSKB1414551","Update","NT AUTHORITY\SYSTEM"
"Server40","-320","MSKB9134063","Update","NT AUTHORITY\SYSTEM"
"Server45","-320","MSKB6919547","Security Update","NT AUTHORITY\SYSTEM"
"Server45","-320","MSKB7889307","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-320","MSKB8579854","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-320","MSKB7545765","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-320","MSKB2662897","Update","NT AUTHORITY\SYSTEM"
"Server48","-320","MSKB3709582","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-320","MSKB2847268","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-320","MSKB2513627","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-320","MSKB2934602","Update","NT AUTHORITY\SYSTEM"
"Server49","-320","MSKB7360726","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-320","MSKB1859789","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-320","MSKB3478008","Update","NT AUTHORITY\SYSTEM"
"Server51","-320","MSKB2348984","Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB3096935","Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB3653148","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB2915731","Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB6476016","Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB3236229","Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB3690070","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-320","MSKB4833926","Update","NT AUTHORITY\SYSTEM"
"Server55","-320","MSKB4465310","Update","NT AUTHORITY\SYSTEM"
"Server57","-320","MSKB3090249","Update","NT AUTHORITY\SYSTEM"
"Server57","-320","MSKB5792620","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-320","MSKB9542171","Update","NT AUTHORITY\SYSTEM"
"Server60","-320","MSKB3263634","Update","NT AUTHORITY\SYSTEM"
"Server60","-320","MSKB6458513","Update","NT AUTHORITY\SYSTEM"
"Server60","-320","MSKB7235553","Update","NT AUTHORITY\SYSTEM"
"Server60","-320","MSKB8703547","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-320","MSKB7201801","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-320","MSKB5467180","Update","NT AUTHORITY\SYSTEM"
"Server62","-320","MSKB2990302","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-320","MSKB1123855","Update","NT AUTHORITY\SYSTEM"
"Server62","-320","MSKB4229372","Update","NT AUTHORITY\SYSTEM"
"Server62","-320","MSKB3929226","Update","NT AUTHORITY\SYSTEM"
"Server62","-320","MSKB7904182","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-320","MSKB4588939","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-320","MSKB6067888","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-320","MSKB7564240","Update","NT AUTHORITY\SYSTEM"
"Server65","-320","MSKB6639987","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-320","MSKB4319147","Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB5807010","Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB3733200","Security Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB7961765","Security Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB3324649","Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB1266279","Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB4751800","Security Update","NT AUTHORITY\SYSTEM"
"Server69","-320","MSKB3581133","Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB2267949","Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB5652830","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB9468374","Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB9016930","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB5230719","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB5032708","Update","NT AUTHORITY\SYSTEM"
"Server70","-320","MSKB1941989","Update","NT AUTHORITY\SYSTEM"
"Server74","-320","MSKB4715756","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-320","MSKB2751789","Update","NT AUTHORITY\SYSTEM"
"Server74","-320","MSKB8573912","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-320","MSKB1880145","Update","NT AUTHORITY\SYSTEM"
"Server75","-320","MSKB5650820","Security Update","NT AUTHORITY\SYSTEM"
"Server75","-320","MSKB6264414","Update","NT AUTHORITY\SYSTEM"
"Server75","-320","MSKB6217065","Update","NT AUTHORITY\SYSTEM"
"Server75","-320","MSKB9705538","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB2932025","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB6910224","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB6990628","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB7986435","Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB6956806","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB7624371","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-320","MSKB2161786","Update","NT AUTHORITY\SYSTEM"
"Server80","-320","MSKB5698048","Update","NT AUTHORITY\SYSTEM"
"Server82","-320","MSKB8727275","Security Update","NT AUTHORITY\SYSTEM"
"Server82","-320","MSKB4218481","Security Update","NT AUTHORITY\SYSTEM"
"Server82","-320","MSKB9584629","Update","NT AUTHORITY\SYSTEM"
"Server82","-320","MSKB4760442","Update","NT AUTHORITY\SYSTEM"
"Server84","-320","MSKB7246657","Security Update","NT AUTHORITY\SYSTEM"
"Server84","-320","MSKB1688693","Update","NT AUTHORITY\SYSTEM"
"Server84","-320","MSKB4401440","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-320","MSKB3081925","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-320","MSKB5891277","Update","NT AUTHORITY\SYSTEM"
"Server85","-320","MSKB8722921","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-320","MSKB5207940","Update","NT AUTHORITY\SYSTEM"
"Server85","-320","MSKB7137269","Security Update","NT AUTHORITY\SYSTEM"
"Server86","-320","MSKB4471242","Update","NT AUTHORITY\SYSTEM"
"Server86","-320","MSKB6789647","Update","NT AUTHORITY\SYSTEM"
"Server88","-320","MSKB9028433","Update","NT AUTHORITY\SYSTEM"
"Server88","-320","MSKB2048991","Update","NT AUTHORITY\SYSTEM"
"Server88","-320","MSKB6774079","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-320","MSKB4522099","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-320","MSKB3721046","Update","NT AUTHORITY\SYSTEM"
"Server90","-320","MSKB1736517","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-320","MSKB5270863","Update","NT AUTHORITY\SYSTEM"
"Server90","-320","MSKB1492801","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-320","MSKB2324764","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-320","MSKB7208396","Update","NT AUTHORITY\SYSTEM"
"Server91","-320","MSKB5039003","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-320","MSKB3103277","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-320","MSKB9296374","Update","NT AUTHORITY\SYSTEM"
"Server92","-320","MSKB3878500","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-320","MSKB4966860","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-320","MSKB9538792","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-320","MSKB6340529","Update","NT AUTHORITY\SYSTEM"
"Server93","-320","MSKB9004880","Update","NT AUTHORITY\SYSTEM"
"Server93","-320","MSKB7551154","Update","NT AUTHORITY\SYSTEM"
"Server93","-320","MSKB7983255","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-320","MSKB8650415","Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB5209387","Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB5116671","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB9443145","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB7948290","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB7436226","Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB6755598","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-320","MSKB3741853","Update","NT AUTHORITY\SYSTEM"
"Server95","-320","MSKB6123085","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-320","MSKB2344896","Update","NT AUTHORITY\SYSTEM"
"Server95","-320","MSKB4984990","Update","NT AUTHORITY\SYSTEM"
"Server95","-320","MSKB4366866","Update","NT AUTHORITY\SYSTEM"
"Server96","-320","MSKB7852287","Update","NT AUTHORITY\SYSTEM"
"Server96","-320","MSKB6460071","Security Update","NT AUTHORITY\SYSTEM"
"Server96","-320","MSKB4009372","Update","NT AUTHORITY\SYSTEM"
"Server98","-320","MSKB2878617","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-320","MSKB8287048","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-320","MSKB8899011","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-320","MSKB9561557","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-320","MSKB1566957","Update","NT AUTHORITY\SYSTEM"
"Server98","-320","MSKB7549186","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-320","MSKB3098539","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-313","MSKB9844619","Update","NT AUTHORITY\SYSTEM"
"Server1","-313","MSKB1868089","Update","NT AUTHORITY\SYSTEM"
"Server1","-313","MSKB8120095","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-313","MSKB8095552","Update","NT AUTHORITY\SYSTEM"
"Server1","-313","MSKB3302850","Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB9393663","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB6677148","Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB8755144","Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB4928900","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB7623036","Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB2907579","Update","NT AUTHORITY\SYSTEM"
"Server4","-313","MSKB8918369","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-313","MSKB6719237","Update","NT AUTHORITY\SYSTEM"
"Server6","-313","MSKB2800235","Update","NT AUTHORITY\SYSTEM"
"Server6","-313","MSKB2893406","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-313","MSKB8726252","Update","NT AUTHORITY\SYSTEM"
"Server8","-313","MSKB3383107","Update","NT AUTHORITY\SYSTEM"
"Server8","-313","MSKB6051991","Update","NT AUTHORITY\SYSTEM"
"Server10","-313","MSKB2404638","Update","NT AUTHORITY\SYSTEM"
"Server12","-313","MSKB4013675","Update","NT AUTHORITY\SYSTEM"
"Server12","-313","MSKB2336836","Update","NT AUTHORITY\SYSTEM"
"Server12","-313","MSKB7392768","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-313","MSKB8260677","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB1256954","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB8573083","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB6886727","Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB3459041","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB9288725","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB3949050","Update","NT AUTHORITY\SYSTEM"
"Server14","-313","MSKB2590746","Update","NT AUTHORITY\SYSTEM"
"Server15","-313","MSKB5744822","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-313","MSKB3011677","Update","NT AUTHORITY\SYSTEM"
"Server18","-313","MSKB9468610","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-313","MSKB2389978","Update","NT AUTHORITY\SYSTEM"
"Server18","-313","MSKB2130589","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-313","MSKB6802101","Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB7140537","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB3605805","Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB5478418","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB4851030","Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB5923573","Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB2857141","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-313","MSKB9981068","Update","NT AUTHORITY\SYSTEM"
"Server21","-313","MSKB5038509","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-313","MSKB1930590","Update","NT AUTHORITY\SYSTEM"
"Server22","-313","MSKB7083303","Update","NT AUTHORITY\SYSTEM"
"Server25","-313","MSKB6333304","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-313","MSKB4932818","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-313","MSKB1118930","Update","NT AUTHORITY\SYSTEM"
"Server25","-313","MSKB3759197","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-313","MSKB8523126","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-313","MSKB4170037","Update","NT AUTHORITY\SYSTEM"
"Server27","-313","MSKB7506725","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-313","MSKB1004556","Security Update","NT AUTHORITY\SYSTEM"
"Server27","-313","MSKB4875847","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-313","MSKB2237695","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-313","MSKB1761514","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-313","MSKB5944631","Update","NT AUTHORITY\SYSTEM"
"Server28","-313","MSKB4756478","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-313","MSKB9682622","Update","NT AUTHORITY\SYSTEM"
"Server33","-313","MSKB5521305","Security Update","NT AUTHORITY\SYSTEM"
