"ServerName","DateOffset","Risk","Count"
"Server19",-75,"high",27
"Server19",-75,"critical",14
"Server19",-75,"total",272
"Server20",-75,"none",94
"Server20",-75,"low",8
"Server20",-75,"medium",31
"Server20",-75,"high",16
"Server20",-75,"critical",8
"Server20",-75,"total",156
"Server21",-75,"none",91
"Server21",-75,"low",8
"Server21",-75,"medium",30
"Server21",-75,"high",15
"Server21",-75,"critical",8
"Server21",-75,"total",151
"Server22",-75,"none",149
"Server22",-75,"low",12
"Server22",-75,"medium",50
"Server22",-75,"high",25
"Server22",-75,"critical",12
"Server22",-75,"total",248
"Server23",-75,"none",134
"Server23",-75,"low",11
"Server23",-75,"medium",45
"Server23",-75,"high",22
"Server23",-75,"critical",11
"Server23",-75,"total",223
"Server24",-75,"none",110
"Server24",-75,"low",9
"Server24",-75,"medium",37
"Server24",-75,"high",18
"Server24",-75,"critical",9
"Server24",-75,"total",183
"Server25",-75,"none",103
"Server25",-75,"low",9
"Server25",-75,"medium",34
"Server25",-75,"high",17
"Server25",-75,"critical",9
"Server25",-75,"total",172
"Server26",-75,"none",153
"Server26",-75,"low",13
"Server26",-75,"medium",51
"Server26",-75,"high",26
"Server26",-75,"critical",13
"Server26",-75,"total",255
"Server27",-75,"none",85
"Server27",-75,"low",7
"Server27",-75,"medium",28
"Server27",-75,"high",14
"Server27",-75,"critical",7
"Server27",-75,"total",141
"Server28",-75,"none",116
"Server28",-75,"low",10
"Server28",-75,"medium",39
"Server28",-75,"high",19
"Server28",-75,"critical",10
"Server28",-75,"total",194
"Server29",-75,"none",96
"Server29",-75,"low",8
"Server29",-75,"medium",32
"Server29",-75,"high",16
"Server29",-75,"critical",8
"Server29",-75,"total",160
"Server30",-75,"none",108
"Server30",-75,"low",9
"Server30",-75,"medium",36
"Server30",-75,"high",18
"Server30",-75,"critical",9
"Server30",-75,"total",180
"Server31",-75,"none",168
"Server31",-75,"low",14
"Server31",-75,"medium",56
"Server31",-75,"high",28
"Server31",-75,"critical",14
"Server31",-75,"total",280
"Server32",-75,"none",170
"Server32",-75,"low",14
"Server32",-75,"medium",57
"Server32",-75,"high",28
"Server32",-75,"critical",14
"Server32",-75,"total",283
"Server33",-75,"none",113
"Server33",-75,"low",9
"Server33",-75,"medium",38
"Server33",-75,"high",19
"Server33",-75,"critical",9
"Server33",-75,"total",188
"Server34",-75,"none",141
"Server34",-75,"low",12
"Server34",-75,"medium",47
"Server34",-75,"high",24
"Server34",-75,"critical",12
"Server34",-75,"total",235
"Server35",-75,"none",64
"Server35",-75,"low",5
"Server35",-75,"medium",21
"Server35",-75,"high",11
"Server35",-75,"critical",5
"Server35",-75,"total",106
"Server36",-75,"none",77
"Server36",-75,"low",6
"Server36",-75,"medium",26
"Server36",-75,"high",13
"Server36",-75,"critical",6
"Server36",-75,"total",128
"Server37",-75,"none",71
"Server37",-75,"low",6
"Server37",-75,"medium",24
"Server37",-75,"high",12
"Server37",-75,"critical",6
"Server37",-75,"total",118
"Server38",-75,"none",124
"Server38",-75,"low",10
"Server38",-75,"medium",41
"Server38",-75,"high",21
"Server38",-75,"critical",10
"Server38",-75,"total",206
"Server39",-75,"none",104
"Server39",-75,"low",9
"Server39",-75,"medium",35
"Server39",-75,"high",17
"Server39",-75,"critical",9
"Server39",-75,"total",174
"Server40",-75,"none",177
"Server40",-75,"low",15
"Server40",-75,"medium",59
"Server40",-75,"high",30
"Server40",-75,"critical",15
"Server40",-75,"total",295
"Server41",-75,"none",134
"Server41",-75,"low",11
"Server41",-75,"medium",45
"Server41",-75,"high",22
"Server41",-75,"critical",11
"Server41",-75,"total",223
"Server42",-75,"none",154
"Server42",-75,"low",13
"Server42",-75,"medium",51
"Server42",-75,"high",26
"Server42",-75,"critical",13
"Server42",-75,"total",256
"Server43",-75,"none",85
"Server43",-75,"low",7
"Server43",-75,"medium",28
"Server43",-75,"high",14
"Server43",-75,"critical",7
"Server43",-75,"total",141
"Server44",-75,"none",62
"Server44",-75,"low",5
"Server44",-75,"medium",21
"Server44",-75,"high",10
"Server44",-75,"critical",5
"Server44",-75,"total",103
"Server45",-75,"none",80
"Server45",-75,"low",7
"Server45",-75,"medium",27
"Server45",-75,"high",13
"Server45",-75,"critical",7
"Server45",-75,"total",134
"Server46",-75,"none",106
"Server46",-75,"low",9
"Server46",-75,"medium",35
"Server46",-75,"high",18
"Server46",-75,"critical",9
"Server46",-75,"total",177
"Server47",-75,"none",216
"Server47",-75,"low",18
"Server47",-75,"medium",72
"Server47",-75,"high",36
"Server47",-75,"critical",18
"Server47",-75,"total",360
"Server48",-75,"none",140
"Server48",-75,"low",12
"Server48",-75,"medium",47
"Server48",-75,"high",23
"Server48",-75,"critical",12
"Server48",-75,"total",233
"Server49",-75,"none",176
"Server49",-75,"low",15
"Server49",-75,"medium",59
"Server49",-75,"high",29
"Server49",-75,"critical",15
"Server49",-75,"total",294
"Server0",-74,"none",111
"Server0",-74,"low",9
"Server0",-74,"medium",37
"Server0",-74,"high",18
"Server0",-74,"critical",9
"Server0",-74,"total",185
"Server1",-74,"none",133
"Server1",-74,"low",11
"Server1",-74,"medium",44
"Server1",-74,"high",22
"Server1",-74,"critical",11
"Server1",-74,"total",221
"Server2",-74,"none",77
"Server2",-74,"low",6
"Server2",-74,"medium",26
"Server2",-74,"high",13
"Server2",-74,"critical",6
"Server2",-74,"total",128
"Server3",-74,"none",169
"Server3",-74,"low",14
"Server3",-74,"medium",56
"Server3",-74,"high",28
"Server3",-74,"critical",14
"Server3",-74,"total",281
"Server4",-74,"none",166
"Server4",-74,"low",14
"Server4",-74,"medium",55
"Server4",-74,"high",28
"Server4",-74,"critical",14
"Server4",-74,"total",277
"Server5",-74,"none",112
"Server5",-74,"low",9
"Server5",-74,"medium",37
"Server5",-74,"high",19
"Server5",-74,"critical",9
"Server5",-74,"total",186
"Server6",-74,"none",5
"Server6",-74,"low",0
"Server6",-74,"medium",2
"Server6",-74,"high",1
"Server6",-74,"critical",0
"Server6",-74,"total",9
"Server7",-74,"none",124
"Server7",-74,"low",10
"Server7",-74,"medium",41
"Server7",-74,"high",21
"Server7",-74,"critical",10
"Server7",-74,"total",207
"Server8",-74,"none",178
"Server8",-74,"low",15
"Server8",-74,"medium",59
"Server8",-74,"high",30
"Server8",-74,"critical",15
"Server8",-74,"total",296
"Server9",-74,"none",52
"Server9",-74,"low",4
"Server9",-74,"medium",17
"Server9",-74,"high",9
"Server9",-74,"critical",4
"Server9",-74,"total",86
"Server10",-74,"none",71
"Server10",-74,"low",6
"Server10",-74,"medium",24
"Server10",-74,"high",12
"Server10",-74,"critical",6
"Server10",-74,"total",119
"Server11",-74,"none",106
"Server11",-74,"low",9
"Server11",-74,"medium",35
"Server11",-74,"high",18
"Server11",-74,"critical",9
"Server11",-74,"total",177
"Server12",-74,"none",134
"Server12",-74,"low",11
"Server12",-74,"medium",45
"Server12",-74,"high",22
"Server12",-74,"critical",11
"Server12",-74,"total",223
"Server13",-74,"none",113
"Server13",-74,"low",9
"Server13",-74,"medium",38
"Server13",-74,"high",19
"Server13",-74,"critical",9
"Server13",-74,"total",188
"Server14",-74,"none",107
"Server14",-74,"low",9
"Server14",-74,"medium",36
"Server14",-74,"high",18
"Server14",-74,"critical",9
"Server14",-74,"total",179
"Server15",-74,"none",103
"Server15",-74,"low",9
"Server15",-74,"medium",34
"Server15",-74,"high",17
"Server15",-74,"critical",9
"Server15",-74,"total",172
"Server16",-74,"none",115
"Server16",-74,"low",10
"Server16",-74,"medium",38
"Server16",-74,"high",19
"Server16",-74,"critical",10
"Server16",-74,"total",192
"Server17",-74,"none",37
"Server17",-74,"low",3
"Server17",-74,"medium",12
"Server17",-74,"high",6
"Server17",-74,"critical",3
"Server17",-74,"total",61
"Server18",-74,"none",146
"Server18",-74,"low",12
"Server18",-74,"medium",49
"Server18",-74,"high",24
"Server18",-74,"critical",12
"Server18",-74,"total",243
"Server19",-74,"none",163
"Server19",-74,"low",14
"Server19",-74,"medium",54
"Server19",-74,"high",27
"Server19",-74,"critical",14
"Server19",-74,"total",272
"Server20",-74,"none",85
"Server20",-74,"low",7
"Server20",-74,"medium",28
"Server20",-74,"high",14
"Server20",-74,"critical",7
"Server20",-74,"total",142
"Server21",-74,"none",83
"Server21",-74,"low",7
"Server21",-74,"medium",28
"Server21",-74,"high",14
"Server21",-74,"critical",7
"Server21",-74,"total",138
"Server22",-74,"none",149
"Server22",-74,"low",12
"Server22",-74,"medium",50
"Server22",-74,"high",25
"Server22",-74,"critical",12
"Server22",-74,"total",248
"Server23",-74,"none",134
"Server23",-74,"low",11
"Server23",-74,"medium",45
"Server23",-74,"high",22
"Server23",-74,"critical",11
"Server23",-74,"total",223
"Server24",-74,"none",101
"Server24",-74,"low",8
"Server24",-74,"medium",34
"Server24",-74,"high",17
"Server24",-74,"critical",8
"Server24",-74,"total",168
"Server25",-74,"none",103
"Server25",-74,"low",9
"Server25",-74,"medium",34
"Server25",-74,"high",17
"Server25",-74,"critical",9
"Server25",-74,"total",172
"Server26",-74,"none",154
"Server26",-74,"low",13
"Server26",-74,"medium",51
"Server26",-74,"high",26
"Server26",-74,"critical",13
"Server26",-74,"total",256
"Server27",-74,"none",73
"Server27",-74,"low",6
"Server27",-74,"medium",24
"Server27",-74,"high",12
"Server27",-74,"critical",6
"Server27",-74,"total",122
"Server28",-74,"none",116
"Server28",-74,"low",10
"Server28",-74,"medium",39
"Server28",-74,"high",19
"Server28",-74,"critical",10
"Server28",-74,"total",194
"Server29",-74,"none",96
"Server29",-74,"low",8
"Server29",-74,"medium",32
"Server29",-74,"high",16
"Server29",-74,"critical",8
"Server29",-74,"total",160
"Server30",-74,"none",108
"Server30",-74,"low",9
"Server30",-74,"medium",36
"Server30",-74,"high",18
"Server30",-74,"critical",9
"Server30",-74,"total",180
"Server31",-74,"none",158
"Server31",-74,"low",13
"Server31",-74,"medium",53
"Server31",-74,"high",26
"Server31",-74,"critical",13
"Server31",-74,"total",263
"Server32",-74,"none",169
"Server32",-74,"low",14
"Server32",-74,"medium",56
"Server32",-74,"high",28
"Server32",-74,"critical",14
"Server32",-74,"total",282
"Server33",-74,"none",107
"Server33",-74,"low",9
"Server33",-74,"medium",36
"Server33",-74,"high",18
"Server33",-74,"critical",9
"Server33",-74,"total",179
"Server34",-74,"none",142
"Server34",-74,"low",12
"Server34",-74,"medium",47
"Server34",-74,"high",24
"Server34",-74,"critical",12
"Server34",-74,"total",236
"Server35",-74,"none",53
"Server35",-74,"low",4
"Server35",-74,"medium",18
"Server35",-74,"high",9
"Server35",-74,"critical",4
"Server35",-74,"total",88
"Server36",-74,"none",71
"Server36",-74,"low",6
"Server36",-74,"medium",24
"Server36",-74,"high",12
"Server36",-74,"critical",6
"Server36",-74,"total",119
"Server37",-74,"none",71
"Server37",-74,"low",6
"Server37",-74,"medium",24
"Server37",-74,"high",12
"Server37",-74,"critical",6
"Server37",-74,"total",119
"Server38",-74,"none",124
"Server38",-74,"low",10
"Server38",-74,"medium",41
"Server38",-74,"high",21
"Server38",-74,"critical",10
"Server38",-74,"total",206
"Server39",-74,"none",104
"Server39",-74,"low",9
"Server39",-74,"medium",35
"Server39",-74,"high",17
"Server39",-74,"critical",9
"Server39",-74,"total",174
"Server40",-74,"none",172
"Server40",-74,"low",14
"Server40",-74,"medium",57
"Server40",-74,"high",29
"Server40",-74,"critical",14
"Server40",-74,"total",287
"Server41",-74,"none",133
"Server41",-74,"low",11
"Server41",-74,"medium",44
"Server41",-74,"high",22
"Server41",-74,"critical",11
"Server41",-74,"total",221
"Server42",-74,"none",151
"Server42",-74,"low",13
"Server42",-74,"medium",50
"Server42",-74,"high",25
"Server42",-74,"critical",13
"Server42",-74,"total",251
"Server43",-74,"none",74
"Server43",-74,"low",6
"Server43",-74,"medium",25
"Server43",-74,"high",12
"Server43",-74,"critical",6
"Server43",-74,"total",124
"Server44",-74,"none",57
"Server44",-74,"low",5
"Server44",-74,"medium",19
"Server44",-74,"high",10
"Server44",-74,"critical",5
"Server44",-74,"total",95
"Server45",-74,"none",80
"Server45",-74,"low",7
"Server45",-74,"medium",27
"Server45",-74,"high",13
"Server45",-74,"critical",7
"Server45",-74,"total",134
"Server46",-74,"none",106
"Server46",-74,"low",9
"Server46",-74,"medium",35
"Server46",-74,"high",18
"Server46",-74,"critical",9
"Server46",-74,"total",177
"Server47",-74,"none",215
"Server47",-74,"low",18
"Server47",-74,"medium",72
"Server47",-74,"high",36
"Server47",-74,"critical",18
"Server47",-74,"total",358
"Server48",-74,"none",134
"Server48",-74,"low",11
"Server48",-74,"medium",45
"Server48",-74,"high",22
"Server48",-74,"critical",11
"Server48",-74,"total",224
"Server49",-74,"none",176
"Server49",-74,"low",15
"Server49",-74,"medium",59
"Server49",-74,"high",29
"Server49",-74,"critical",15
"Server49",-74,"total",294
"Server0",-73,"none",110
"Server0",-73,"low",9
"Server0",-73,"medium",37
"Server0",-73,"high",18
"Server0",-73,"critical",9
"Server0",-73,"total",184
"Server1",-73,"none",133
"Server1",-73,"low",11
"Server1",-73,"medium",44
"Server1",-73,"high",22
"Server1",-73,"critical",11
"Server1",-73,"total",221
"Server2",-73,"none",70
"Server2",-73,"low",6
"Server2",-73,"medium",23
"Server2",-73,"high",12
"Server2",-73,"critical",6
"Server2",-73,"total",116
"Server3",-73,"none",162
"Server3",-73,"low",14
"Server3",-73,"medium",54
"Server3",-73,"high",27
"Server3",-73,"critical",14
"Server3",-73,"total",270
"Server4",-73,"none",162
"Server4",-73,"low",14
"Server4",-73,"medium",54
"Server4",-73,"high",27
"Server4",-73,"critical",14
"Server4",-73,"total",270
"Server5",-73,"none",106
"Server5",-73,"low",9
"Server5",-73,"medium",35
"Server5",-73,"high",18
"Server5",-73,"critical",9
"Server5",-73,"total",176
"Server6",-73,"none",5
"Server6",-73,"low",0
"Server6",-73,"medium",2
"Server6",-73,"high",1
"Server6",-73,"critical",0
"Server6",-73,"total",8
"Server7",-73,"none",124
"Server7",-73,"low",10
"Server7",-73,"medium",41
"Server7",-73,"high",21
"Server7",-73,"critical",10
"Server7",-73,"total",206
"Server8",-73,"none",178
"Server8",-73,"low",15
"Server8",-73,"medium",59
"Server8",-73,"high",30
"Server8",-73,"critical",15
"Server8",-73,"total",297
"Server9",-73,"none",52
"Server9",-73,"low",4
"Server9",-73,"medium",17
"Server9",-73,"high",9
"Server9",-73,"critical",4
"Server9",-73,"total",86
"Server10",-73,"none",71
"Server10",-73,"low",6
"Server10",-73,"medium",24
"Server10",-73,"high",12
"Server10",-73,"critical",6
"Server10",-73,"total",118
"Server11",-73,"none",106
"Server11",-73,"low",9
"Server11",-73,"medium",35
"Server11",-73,"high",18
"Server11",-73,"critical",9
"Server11",-73,"total",177
"Server12",-73,"none",126
"Server12",-73,"low",10
"Server12",-73,"medium",42
"Server12",-73,"high",21
"Server12",-73,"critical",10
"Server12",-73,"total",210
"Server13",-73,"none",113
"Server13",-73,"low",9
"Server13",-73,"medium",38
"Server13",-73,"high",19
"Server13",-73,"critical",9
"Server13",-73,"total",188
"Server14",-73,"none",98
"Server14",-73,"low",8
"Server14",-73,"medium",33
"Server14",-73,"high",16
"Server14",-73,"critical",8
"Server14",-73,"total",164
"Server15",-73,"none",93
"Server15",-73,"low",8
"Server15",-73,"medium",31
"Server15",-73,"high",16
"Server15",-73,"critical",8
"Server15",-73,"total",155
"Server16",-73,"none",104
"Server16",-73,"low",9
"Server16",-73,"medium",35
"Server16",-73,"high",17
"Server16",-73,"critical",9
"Server16",-73,"total",173
"Server17",-73,"none",27
"Server17",-73,"low",2
"Server17",-73,"medium",9
"Server17",-73,"high",4
"Server17",-73,"critical",2
"Server17",-73,"total",45
"Server18",-73,"none",139
"Server18",-73,"low",12
"Server18",-73,"medium",46
"Server18",-73,"high",23
"Server18",-73,"critical",12
"Server18",-73,"total",231
"Server19",-73,"none",163
"Server19",-73,"low",14
"Server19",-73,"medium",54
"Server19",-73,"high",27
"Server19",-73,"critical",14
"Server19",-73,"total",272
"Server20",-73,"none",85
"Server20",-73,"low",7
"Server20",-73,"medium",28
"Server20",-73,"high",14
"Server20",-73,"critical",7
"Server20",-73,"total",141
"Server21",-73,"none",72
"Server21",-73,"low",6
"Server21",-73,"medium",24
"Server21",-73,"high",12
"Server21",-73,"critical",6
"Server21",-73,"total",120
"Server22",-73,"none",149
"Server22",-73,"low",12
"Server22",-73,"medium",50
"Server22",-73,"high",25
"Server22",-73,"critical",12
"Server22",-73,"total",248
"Server23",-73,"none",127
"Server23",-73,"low",11
"Server23",-73,"medium",42
"Server23",-73,"high",21
"Server23",-73,"critical",11
"Server23",-73,"total",212
"Server24",-73,"none",101
"Server24",-73,"low",8
"Server24",-73,"medium",34
"Server24",-73,"high",17
"Server24",-73,"critical",8
"Server24",-73,"total",168
"Server25",-73,"none",100
"Server25",-73,"low",8
"Server25",-73,"medium",33
"Server25",-73,"high",17
"Server25",-73,"critical",8
"Server25",-73,"total",167
"Server26",-73,"none",154
"Server26",-73,"low",13
"Server26",-73,"medium",51
"Server26",-73,"high",26
"Server26",-73,"critical",13
"Server26",-73,"total",257
"Server27",-73,"none",73
"Server27",-73,"low",6
"Server27",-73,"medium",24
"Server27",-73,"high",12
"Server27",-73,"critical",6
"Server27",-73,"total",121
"Server28",-73,"none",116
"Server28",-73,"low",10
"Server28",-73,"medium",39
"Server28",-73,"high",19
"Server28",-73,"critical",10
"Server28",-73,"total",194
"Server29",-73,"none",86
"Server29",-73,"low",7
"Server29",-73,"medium",29
"Server29",-73,"high",14
"Server29",-73,"critical",7
"Server29",-73,"total",143
"Server30",-73,"none",97
"Server30",-73,"low",8
"Server30",-73,"medium",32
"Server30",-73,"high",16
"Server30",-73,"critical",8
"Server30",-73,"total",161
"Server31",-73,"none",154
"Server31",-73,"low",13
"Server31",-73,"medium",51
"Server31",-73,"high",26
"Server31",-73,"critical",13
"Server31",-73,"total",257
"Server32",-73,"none",161
"Server32",-73,"low",13
"Server32",-73,"medium",54
"Server32",-73,"high",27
"Server32",-73,"critical",13
"Server32",-73,"total",269
"Server33",-73,"none",107
"Server33",-73,"low",9
"Server33",-73,"medium",36
"Server33",-73,"high",18
"Server33",-73,"critical",9
"Server33",-73,"total",179
"Server34",-73,"none",142
"Server34",-73,"low",12
"Server34",-73,"medium",47
"Server34",-73,"high",24
"Server34",-73,"critical",12
"Server34",-73,"total",237
"Server35",-73,"none",53
"Server35",-73,"low",4
"Server35",-73,"medium",18
"Server35",-73,"high",9
"Server35",-73,"critical",4
"Server35",-73,"total",88
"Server36",-73,"none",65
"Server36",-73,"low",5
"Server36",-73,"medium",22
"Server36",-73,"high",11
"Server36",-73,"critical",5
"Server36",-73,"total",108
"Server37",-73,"none",71
"Server37",-73,"low",6
"Server37",-73,"medium",24
"Server37",-73,"high",12
"Server37",-73,"critical",6
"Server37",-73,"total",119
"Server38",-73,"none",124
"Server38",-73,"low",10
"Server38",-73,"medium",41
"Server38",-73,"high",21
"Server38",-73,"critical",10
"Server38",-73,"total",206
"Server39",-73,"none",104
"Server39",-73,"low",9
"Server39",-73,"medium",35
"Server39",-73,"high",17
"Server39",-73,"critical",9
"Server39",-73,"total",174
"Server40",-73,"none",172
"Server40",-73,"low",14
"Server40",-73,"medium",57
"Server40",-73,"high",29
"Server40",-73,"critical",14
"Server40",-73,"total",286
"Server41",-73,"none",127
"Server41",-73,"low",11
"Server41",-73,"medium",42
"Server41",-73,"high",21
"Server41",-73,"critical",11
"Server41",-73,"total",211
"Server42",-73,"none",148
"Server42",-73,"low",12
"Server42",-73,"medium",49
"Server42",-73,"high",25
"Server42",-73,"critical",12
"Server42",-73,"total",246
"Server43",-73,"none",71
"Server43",-73,"low",6
"Server43",-73,"medium",24
"Server43",-73,"high",12
"Server43",-73,"critical",6
"Server43",-73,"total",118
"Server44",-73,"none",58
"Server44",-73,"low",5
"Server44",-73,"medium",19
"Server44",-73,"high",10
"Server44",-73,"critical",5
"Server44",-73,"total",96
"Server45",-73,"none",79
"Server45",-73,"low",7
"Server45",-73,"medium",26
"Server45",-73,"high",13
"Server45",-73,"critical",7
"Server45",-73,"total",132
"Server46",-73,"none",106
"Server46",-73,"low",9
"Server46",-73,"medium",35
"Server46",-73,"high",18
"Server46",-73,"critical",9
"Server46",-73,"total",177
"Server47",-73,"none",215
"Server47",-73,"low",18
"Server47",-73,"medium",72
"Server47",-73,"high",36
"Server47",-73,"critical",18
"Server47",-73,"total",359
"Server48",-73,"none",134
"Server48",-73,"low",11
"Server48",-73,"medium",45
"Server48",-73,"high",22
"Server48",-73,"critical",11
"Server48",-73,"total",223
"Server49",-73,"none",176
"Server49",-73,"low",15
"Server49",-73,"medium",59
"Server49",-73,"high",29
"Server49",-73,"critical",15
"Server49",-73,"total",294
"Server0",-72,"none",110
"Server0",-72,"low",9
"Server0",-72,"medium",37
"Server0",-72,"high",18
"Server0",-72,"critical",9
"Server0",-72,"total",183
"Server1",-72,"none",128
"Server1",-72,"low",11
"Server1",-72,"medium",43
"Server1",-72,"high",21
"Server1",-72,"critical",11
"Server1",-72,"total",213
"Server2",-72,"none",70
"Server2",-72,"low",6
"Server2",-72,"medium",23
"Server2",-72,"high",12
"Server2",-72,"critical",6
"Server2",-72,"total",117
"Server3",-72,"none",163
"Server3",-72,"low",14
"Server3",-72,"medium",54
"Server3",-72,"high",27
"Server3",-72,"critical",14
"Server3",-72,"total",271
"Server4",-72,"none",153
"Server4",-72,"low",13
"Server4",-72,"medium",51
"Server4",-72,"high",26
"Server4",-72,"critical",13
"Server4",-72,"total",255
"Server5",-72,"none",100
"Server5",-72,"low",8
"Server5",-72,"medium",33
"Server5",-72,"high",17
"Server5",-72,"critical",8
"Server5",-72,"total",166
"Server6",-72,"none",2
"Server6",-72,"low",0
"Server6",-72,"medium",1
"Server6",-72,"high",0
"Server6",-72,"critical",0
"Server6",-72,"total",3
"Server7",-72,"none",124
"Server7",-72,"low",10
"Server7",-72,"medium",41
"Server7",-72,"high",21
"Server7",-72,"critical",10
"Server7",-72,"total",206
"Server8",-72,"none",178
"Server8",-72,"low",15
"Server8",-72,"medium",59
"Server8",-72,"high",30
"Server8",-72,"critical",15
"Server8",-72,"total",297
"Server9",-72,"none",52
"Server9",-72,"low",4
"Server9",-72,"medium",17
"Server9",-72,"high",9
"Server9",-72,"critical",4
"Server9",-72,"total",86
"Server10",-72,"none",68
"Server10",-72,"low",6
"Server10",-72,"medium",23
"Server10",-72,"high",11
"Server10",-72,"critical",6
"Server10",-72,"total",113
"Server11",-72,"none",106
"Server11",-72,"low",9
"Server11",-72,"medium",35
"Server11",-72,"high",18
"Server11",-72,"critical",9
"Server11",-72,"total",177
"Server12",-72,"none",125
"Server12",-72,"low",10
"Server12",-72,"medium",42
"Server12",-72,"high",21
"Server12",-72,"critical",10
"Server12",-72,"total",209
"Server13",-72,"none",113
"Server13",-72,"low",9
"Server13",-72,"medium",38
"Server13",-72,"high",19
"Server13",-72,"critical",9
"Server13",-72,"total",188
"Server14",-72,"none",98
"Server14",-72,"low",8
"Server14",-72,"medium",33
"Server14",-72,"high",16
"Server14",-72,"critical",8
"Server14",-72,"total",163
"Server15",-72,"none",85
"Server15",-72,"low",7
"Server15",-72,"medium",28
"Server15",-72,"high",14
"Server15",-72,"critical",7
"Server15",-72,"total",142
"Server16",-72,"none",104
"Server16",-72,"low",9
"Server16",-72,"medium",35
"Server16",-72,"high",17
"Server16",-72,"critical",9
"Server16",-72,"total",174
"Server17",-72,"none",26
"Server17",-72,"low",2
"Server17",-72,"medium",9
"Server17",-72,"high",4
"Server17",-72,"critical",2
"Server17",-72,"total",44
"Server18",-72,"none",133
"Server18",-72,"low",11
"Server18",-72,"medium",44
"Server18",-72,"high",22
"Server18",-72,"critical",11
"Server18",-72,"total",221
"Server19",-72,"none",163
"Server19",-72,"low",14
"Server19",-72,"medium",54
"Server19",-72,"high",27
"Server19",-72,"critical",14
"Server19",-72,"total",272
"Server20",-72,"none",76
"Server20",-72,"low",6
"Server20",-72,"medium",25
"Server20",-72,"high",13
"Server20",-72,"critical",6
"Server20",-72,"total",127
"Server21",-72,"none",72
"Server21",-72,"low",6
"Server21",-72,"medium",24
"Server21",-72,"high",12
"Server21",-72,"critical",6
"Server21",-72,"total",120
"Server22",-72,"none",149
"Server22",-72,"low",12
"Server22",-72,"medium",50
"Server22",-72,"high",25
"Server22",-72,"critical",12
"Server22",-72,"total",248
"Server23",-72,"none",127
"Server23",-72,"low",11
"Server23",-72,"medium",42
"Server23",-72,"high",21
"Server23",-72,"critical",11
"Server23",-72,"total",212
"Server24",-72,"none",101
"Server24",-72,"low",8
"Server24",-72,"medium",34
"Server24",-72,"high",17
"Server24",-72,"critical",8
"Server24",-72,"total",168
"Server25",-72,"none",100
"Server25",-72,"low",8
"Server25",-72,"medium",33
"Server25",-72,"high",17
"Server25",-72,"critical",8
"Server25",-72,"total",166
"Server26",-72,"none",154
"Server26",-72,"low",13
"Server26",-72,"medium",51
"Server26",-72,"high",26
"Server26",-72,"critical",13
"Server26",-72,"total",257
"Server27",-72,"none",73
"Server27",-72,"low",6
"Server27",-72,"medium",24
"Server27",-72,"high",12
"Server27",-72,"critical",6
"Server27",-72,"total",121
"Server28",-72,"none",112
"Server28",-72,"low",9
"Server28",-72,"medium",37
"Server28",-72,"high",19
"Server28",-72,"critical",9
"Server28",-72,"total",186
"Server29",-72,"none",75
"Server29",-72,"low",6
"Server29",-72,"medium",25
"Server29",-72,"high",12
"Server29",-72,"critical",6
"Server29",-72,"total",125
"Server30",-72,"none",97
"Server30",-72,"low",8
"Server30",-72,"medium",32
"Server30",-72,"high",16
"Server30",-72,"critical",8
"Server30",-72,"total",161
"Server31",-72,"none",148
"Server31",-72,"low",12
"Server31",-72,"medium",49
"Server31",-72,"high",25
"Server31",-72,"critical",12
"Server31",-72,"total",247
"Server32",-72,"none",161
"Server32",-72,"low",13
"Server32",-72,"medium",54
"Server32",-72,"high",27
"Server32",-72,"critical",13
"Server32",-72,"total",268
"Server33",-72,"none",101
"Server33",-72,"low",8
"Server33",-72,"medium",34
"Server33",-72,"high",17
"Server33",-72,"critical",8
"Server33",-72,"total",168
"Server34",-72,"none",131
"Server34",-72,"low",11
"Server34",-72,"medium",44
"Server34",-72,"high",22
"Server34",-72,"critical",11
"Server34",-72,"total",218
"Server35",-72,"none",53
"Server35",-72,"low",4
"Server35",-72,"medium",18
"Server35",-72,"high",9
"Server35",-72,"critical",4
"Server35",-72,"total",88
"Server36",-72,"none",58
"Server36",-72,"low",5
"Server36",-72,"medium",19
"Server36",-72,"high",10
"Server36",-72,"critical",5
"Server36",-72,"total",96
"Server37",-72,"none",60
"Server37",-72,"low",5
"Server37",-72,"medium",20
"Server37",-72,"high",10
"Server37",-72,"critical",5
"Server37",-72,"total",100
"Server38",-72,"none",116
"Server38",-72,"low",10
"Server38",-72,"medium",39
"Server38",-72,"high",19
"Server38",-72,"critical",10
"Server38",-72,"total",194
"Server39",-72,"none",98
"Server39",-72,"low",8
"Server39",-72,"medium",33
"Server39",-72,"high",16
"Server39",-72,"critical",8
"Server39",-72,"total",164
"Server40",-72,"none",172
"Server40",-72,"low",14
"Server40",-72,"medium",57
"Server40",-72,"high",29
"Server40",-72,"critical",14
"Server40",-72,"total",286
"Server41",-72,"none",127
"Server41",-72,"low",11
"Server41",-72,"medium",42
"Server41",-72,"high",21
"Server41",-72,"critical",11
"Server41",-72,"total",212
"Server42",-72,"none",148
"Server42",-72,"low",12
"Server42",-72,"medium",49
"Server42",-72,"high",25
"Server42",-72,"critical",12
"Server42",-72,"total",246
"Server43",-72,"none",71
"Server43",-72,"low",6
"Server43",-72,"medium",24
"Server43",-72,"high",12
"Server43",-72,"critical",6
"Server43",-72,"total",119
"Server44",-72,"none",58
