"Source","InstalledOn","Description","InstalledBy"
"Server45","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server45","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server46","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server46","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server56","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server57","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server63","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server63","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server63","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server63","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server63","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server63","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server66","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server66","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server66","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server66","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server66","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server68","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server69","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server69","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server70","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server72","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server74","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server74","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server74","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server77","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server78","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server78","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server78","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server78","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server78","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server78","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server80","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server80","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server85","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server86","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server90","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server90","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server90","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server90","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server93","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server93","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server98","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server98","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server98","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server98","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server98","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","2/8/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server0","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server1","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server1","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server1","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server1","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server4","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server4","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server4","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server4","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server4","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server6","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server6","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server6","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server8","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server8","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server8","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server8","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server9","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server9","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server9","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server9","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server9","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server14","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server14","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server14","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server15","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server16","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server18","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server18","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server18","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server18","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server18","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server21","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server21","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server21","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server24","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server24","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server24","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server24","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server26","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server26","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server26","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server26","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server27","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server27","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server27","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server28","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server28","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server30","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server33","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server34","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server35","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server35","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server36","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server36","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server39","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server39","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server39","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server39","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server39","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server42","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server42","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server42","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server44","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server44","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server44","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server44","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server48","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server49","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server56","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server57","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server58","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server58","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server65","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server68","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server69","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server69","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server69","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server70","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server70","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server70","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server75","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server76","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server76","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server78","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server80","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","2/15/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","2/15/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
