"ServerName","PatchAge","DateOffset"
"Server54","1","-307"
"Server55","1","-307"
"Server56","1","-307"
"Server57","1","-307"
"Server58","8","-307"
"Server59","50","-307"
"Server60","1","-307"
"Server61","57","-307"
"Server62","1","-307"
"Server63","1","-307"
"Server64","1","-307"
"Server65","1","-307"
"Server66","1","-307"
"Server67","50","-307"
"Server68","1","-307"
"Server69","1","-307"
"Server70","1","-307"
"Server71","50","-307"
"Server72","1","-307"
"Server73","50","-307"
"Server74","1","-307"
"Server75","1","-307"
"Server76","8","-307"
"Server77","8","-307"
"Server78","1","-307"
"Server79","50","-307"
"Server80","1","-307"
"Server81","8","-307"
"Server82","1","-307"
"Server83","50","-307"
"Server84","8","-307"
"Server85","1","-307"
"Server86","1","-307"
"Server87","1","-307"
"Server88","8","-307"
"Server89","57","-307"
"Server90","1","-307"
"Server91","1","-307"
"Server92","1","-307"
"Server93","1","-307"
"Server94","1","-307"
"Server95","1","-307"
"Server96","1","-307"
"Server97","57","-307"
"Server98","1","-307"
"Server99","1","-307"
"Server0","2","-306"
"Server1","2","-306"
"Server2","51","-306"
"Server3","51","-306"
"Server4","2","-306"
"Server5","58","-306"
"Server6","16","-306"
"Server7","58","-306"
"Server8","9","-306"
"Server9","2","-306"
"Server10","2","-306"
"Server11","59","-306"
"Server12","9","-306"
"Server13","58","-306"
"Server14","2","-306"
"Server15","9","-306"
"Server16","2","-306"
"Server17","51","-306"
"Server18","2","-306"
"Server19","51","-306"
"Server20","2","-306"
"Server21","2","-306"
"Server22","2","-306"
"Server23","51","-306"
"Server24","2","-306"
"Server25","2","-306"
"Server26","2","-306"
"Server27","2","-306"
"Server28","2","-306"
"Server29","51","-306"
"Server30","2","-306"
"Server31","51","-306"
"Server32","2","-306"
"Server33","2","-306"
"Server34","9","-306"
"Server35","2","-306"
"Server36","2","-306"
"Server37","51","-306"
"Server38","2","-306"
"Server39","2","-306"
"Server40","9","-306"
"Server41","59","-306"
"Server42","2","-306"
"Server43","58","-306"
"Server44","2","-306"
"Server45","2","-306"
"Server46","2","-306"
"Server47","51","-306"
"Server48","2","-306"
"Server49","9","-306"
"Server50","2","-306"
"Server51","9","-306"
"Server52","9","-306"
"Server53","51","-306"
"Server54","2","-306"
"Server55","2","-306"
"Server56","2","-306"
"Server57","2","-306"
"Server58","9","-306"
"Server59","51","-306"
"Server60","2","-306"
"Server61","58","-306"
"Server62","2","-306"
"Server63","2","-306"
"Server64","2","-306"
"Server65","2","-306"
"Server66","2","-306"
"Server67","51","-306"
"Server68","2","-306"
"Server69","2","-306"
"Server70","2","-306"
"Server71","51","-306"
"Server72","2","-306"
"Server73","51","-306"
"Server74","2","-306"
"Server75","2","-306"
"Server76","9","-306"
"Server77","9","-306"
"Server78","2","-306"
"Server79","51","-306"
"Server80","2","-306"
"Server81","9","-306"
"Server82","2","-306"
"Server83","51","-306"
"Server84","9","-306"
"Server85","2","-306"
"Server86","2","-306"
"Server87","2","-306"
"Server88","9","-306"
"Server89","58","-306"
"Server90","2","-306"
"Server91","2","-306"
"Server92","2","-306"
"Server93","2","-306"
"Server94","2","-306"
"Server95","2","-306"
"Server96","2","-306"
"Server97","58","-306"
"Server98","2","-306"
"Server99","2","-306"
"Server0","3","-305"
"Server1","3","-305"
"Server2","52","-305"
"Server3","52","-305"
"Server4","3","-305"
"Server5","59","-305"
"Server6","17","-305"
"Server7","59","-305"
"Server8","10","-305"
"Server9","3","-305"
"Server10","3","-305"
"Server11","60","-305"
"Server12","10","-305"
"Server13","59","-305"
"Server14","3","-305"
"Server15","10","-305"
"Server16","3","-305"
"Server17","52","-305"
"Server18","3","-305"
"Server19","52","-305"
"Server20","3","-305"
"Server21","3","-305"
"Server22","3","-305"
"Server23","52","-305"
"Server24","3","-305"
"Server25","3","-305"
"Server26","3","-305"
"Server27","3","-305"
"Server28","3","-305"
"Server29","52","-305"
"Server30","3","-305"
"Server31","52","-305"
"Server32","3","-305"
"Server33","3","-305"
"Server34","10","-305"
"Server35","3","-305"
"Server36","3","-305"
"Server37","52","-305"
"Server38","3","-305"
"Server39","3","-305"
"Server40","10","-305"
"Server41","60","-305"
"Server42","3","-305"
"Server43","59","-305"
"Server44","3","-305"
"Server45","3","-305"
"Server46","3","-305"
"Server47","52","-305"
"Server48","3","-305"
"Server49","10","-305"
"Server50","3","-305"
"Server51","10","-305"
"Server52","10","-305"
"Server53","52","-305"
"Server54","3","-305"
"Server55","3","-305"
"Server56","3","-305"
"Server57","3","-305"
"Server58","10","-305"
"Server59","52","-305"
"Server60","3","-305"
"Server61","59","-305"
"Server62","3","-305"
"Server63","3","-305"
"Server64","3","-305"
"Server65","3","-305"
"Server66","3","-305"
"Server67","52","-305"
"Server68","3","-305"
"Server69","3","-305"
"Server70","3","-305"
"Server71","52","-305"
"Server72","3","-305"
"Server73","52","-305"
"Server74","3","-305"
"Server75","3","-305"
"Server76","10","-305"
"Server77","10","-305"
"Server78","3","-305"
"Server79","52","-305"
"Server80","3","-305"
"Server81","10","-305"
"Server82","3","-305"
"Server83","52","-305"
"Server84","10","-305"
"Server85","3","-305"
"Server86","3","-305"
"Server87","3","-305"
"Server88","10","-305"
"Server89","59","-305"
"Server90","3","-305"
"Server91","3","-305"
"Server92","3","-305"
"Server93","3","-305"
"Server94","3","-305"
"Server95","3","-305"
"Server96","3","-305"
"Server97","59","-305"
"Server98","3","-305"
"Server99","3","-305"
"Server0","4","-304"
"Server1","4","-304"
"Server2","53","-304"
"Server3","53","-304"
"Server4","4","-304"
"Server5","60","-304"
"Server6","18","-304"
"Server7","60","-304"
"Server8","11","-304"
"Server9","4","-304"
"Server10","4","-304"
"Server11","61","-304"
"Server12","11","-304"
"Server13","60","-304"
"Server14","4","-304"
"Server15","11","-304"
"Server16","4","-304"
"Server17","53","-304"
"Server18","4","-304"
"Server19","53","-304"
"Server20","4","-304"
"Server21","4","-304"
"Server22","4","-304"
"Server23","53","-304"
"Server24","4","-304"
"Server25","4","-304"
"Server26","4","-304"
"Server27","4","-304"
"Server28","4","-304"
"Server29","53","-304"
"Server30","4","-304"
"Server31","53","-304"
"Server32","4","-304"
"Server33","4","-304"
"Server34","11","-304"
"Server35","4","-304"
"Server36","4","-304"
"Server37","53","-304"
"Server38","4","-304"
"Server39","4","-304"
"Server40","11","-304"
"Server41","61","-304"
"Server42","4","-304"
"Server43","60","-304"
"Server44","4","-304"
"Server45","4","-304"
"Server46","4","-304"
"Server47","53","-304"
"Server48","4","-304"
"Server49","11","-304"
"Server50","4","-304"
"Server51","11","-304"
"Server52","11","-304"
"Server53","53","-304"
"Server54","4","-304"
"Server55","4","-304"
"Server56","4","-304"
"Server57","4","-304"
"Server58","11","-304"
"Server59","53","-304"
"Server60","4","-304"
"Server61","60","-304"
"Server62","4","-304"
"Server63","4","-304"
"Server64","4","-304"
"Server65","4","-304"
"Server66","4","-304"
"Server67","53","-304"
"Server68","4","-304"
"Server69","4","-304"
"Server70","4","-304"
"Server71","53","-304"
"Server72","4","-304"
"Server73","53","-304"
"Server74","4","-304"
"Server75","4","-304"
"Server76","11","-304"
"Server77","11","-304"
"Server78","4","-304"
"Server79","53","-304"
"Server80","4","-304"
"Server81","11","-304"
"Server82","4","-304"
"Server83","53","-304"
"Server84","11","-304"
"Server85","4","-304"
"Server86","4","-304"
"Server87","4","-304"
"Server88","11","-304"
"Server89","60","-304"
"Server90","4","-304"
"Server91","4","-304"
"Server92","4","-304"
"Server93","4","-304"
"Server94","4","-304"
"Server95","4","-304"
"Server96","4","-304"
"Server97","60","-304"
"Server98","4","-304"
"Server99","4","-304"
"Server0","5","-303"
"Server1","5","-303"
"Server2","54","-303"
"Server3","54","-303"
"Server4","5","-303"
"Server5","61","-303"
"Server6","19","-303"
"Server7","61","-303"
"Server8","12","-303"
"Server9","5","-303"
"Server10","5","-303"
"Server11","62","-303"
"Server12","12","-303"
"Server13","61","-303"
"Server14","5","-303"
"Server15","12","-303"
"Server16","5","-303"
"Server17","54","-303"
"Server18","5","-303"
"Server19","54","-303"
"Server20","5","-303"
"Server21","5","-303"
"Server22","5","-303"
"Server23","54","-303"
"Server24","5","-303"
"Server25","5","-303"
"Server26","5","-303"
"Server27","5","-303"
"Server28","5","-303"
"Server29","54","-303"
"Server30","5","-303"
"Server31","54","-303"
"Server32","5","-303"
"Server33","5","-303"
"Server34","12","-303"
"Server35","5","-303"
"Server36","5","-303"
"Server37","54","-303"
"Server38","5","-303"
"Server39","5","-303"
"Server40","12","-303"
"Server41","62","-303"
"Server42","5","-303"
"Server43","61","-303"
"Server44","5","-303"
"Server45","5","-303"
"Server46","5","-303"
"Server47","54","-303"
"Server48","5","-303"
"Server49","12","-303"
"Server50","5","-303"
"Server51","12","-303"
"Server52","12","-303"
"Server53","54","-303"
"Server54","5","-303"
"Server55","5","-303"
"Server56","5","-303"
"Server57","5","-303"
"Server58","12","-303"
"Server59","54","-303"
"Server60","5","-303"
"Server61","61","-303"
"Server62","5","-303"
"Server63","5","-303"
"Server64","5","-303"
"Server65","5","-303"
"Server66","5","-303"
"Server67","54","-303"
"Server68","5","-303"
"Server69","5","-303"
"Server70","5","-303"
"Server71","54","-303"
"Server72","5","-303"
"Server73","54","-303"
"Server74","5","-303"
"Server75","5","-303"
"Server76","12","-303"
"Server77","12","-303"
"Server78","5","-303"
"Server79","54","-303"
"Server80","5","-303"
"Server81","12","-303"
"Server82","5","-303"
"Server83","54","-303"
"Server84","12","-303"
"Server85","5","-303"
"Server86","5","-303"
"Server87","5","-303"
"Server88","12","-303"
"Server89","61","-303"
"Server90","5","-303"
"Server91","5","-303"
"Server92","5","-303"
"Server93","5","-303"
"Server94","5","-303"
"Server95","5","-303"
"Server96","5","-303"
"Server97","61","-303"
"Server98","5","-303"
"Server99","5","-303"
"Server0","6","-302"
"Server1","6","-302"
"Server2","55","-302"
"Server3","55","-302"
"Server4","6","-302"
"Server5","62","-302"
"Server6","20","-302"
"Server7","62","-302"
"Server8","13","-302"
"Server9","6","-302"
"Server10","6","-302"
"Server11","63","-302"
"Server12","13","-302"
"Server13","62","-302"
"Server14","6","-302"
"Server15","13","-302"
"Server16","6","-302"
"Server17","55","-302"
"Server18","6","-302"
"Server19","55","-302"
"Server20","6","-302"
"Server21","6","-302"
"Server22","6","-302"
"Server23","55","-302"
"Server24","6","-302"
"Server25","6","-302"
"Server26","6","-302"
"Server27","6","-302"
"Server28","6","-302"
"Server29","55","-302"
"Server30","6","-302"
"Server31","55","-302"
"Server32","6","-302"
"Server33","6","-302"
"Server34","13","-302"
"Server35","6","-302"
"Server36","6","-302"
"Server37","55","-302"
"Server38","6","-302"
"Server39","6","-302"
"Server40","13","-302"
"Server41","63","-302"
"Server42","6","-302"
"Server43","62","-302"
"Server44","6","-302"
"Server45","6","-302"
"Server46","6","-302"
"Server47","55","-302"
"Server48","6","-302"
"Server49","13","-302"
"Server50","6","-302"
"Server51","13","-302"
"Server52","13","-302"
"Server53","55","-302"
"Server54","6","-302"
"Server55","6","-302"
"Server56","6","-302"
"Server57","6","-302"
"Server58","13","-302"
"Server59","55","-302"
"Server60","6","-302"
"Server61","62","-302"
"Server62","6","-302"
"Server63","6","-302"
"Server64","6","-302"
"Server65","6","-302"
"Server66","6","-302"
"Server67","55","-302"
"Server68","6","-302"
"Server69","6","-302"
"Server70","6","-302"
"Server71","55","-302"
"Server72","6","-302"
"Server73","55","-302"
"Server74","6","-302"
"Server75","6","-302"
"Server76","13","-302"
"Server77","13","-302"
"Server78","6","-302"
"Server79","55","-302"
"Server80","6","-302"
"Server81","13","-302"
"Server82","6","-302"
"Server83","55","-302"
"Server84","13","-302"
"Server85","6","-302"
"Server86","6","-302"
"Server87","6","-302"
"Server88","13","-302"
"Server89","62","-302"
"Server90","6","-302"
"Server91","6","-302"
"Server92","6","-302"
"Server93","6","-302"
"Server94","6","-302"
"Server95","6","-302"
"Server96","6","-302"
"Server97","62","-302"
"Server98","6","-302"
"Server99","6","-302"
"Server0","7","-301"
"Server1","7","-301"
"Server2","56","-301"
"Server3","56","-301"
"Server4","0","-301"
"Server5","63","-301"
"Server6","0","-301"
"Server7","63","-301"
"Server8","0","-301"
"Server9","0","-301"
"Server10","0","-301"
"Server11","64","-301"
"Server12","0","-301"
"Server13","63","-301"
"Server14","0","-301"
"Server15","14","-301"
"Server16","0","-301"
"Server17","56","-301"
"Server18","0","-301"
"Server19","56","-301"
"Server20","7","-301"
"Server21","7","-301"
"Server22","0","-301"
"Server23","56","-301"
"Server24","0","-301"
"Server25","0","-301"
"Server26","0","-301"
"Server27","0","-301"
"Server28","0","-301"
"Server29","56","-301"
"Server30","0","-301"
"Server31","56","-301"
"Server32","0","-301"
"Server33","0","-301"
"Server34","0","-301"
"Server35","0","-301"
"Server36","0","-301"
"Server37","56","-301"
"Server38","0","-301"
"Server39","0","-301"
"Server40","0","-301"
"Server41","64","-301"
"Server42","0","-301"
"Server43","63","-301"
"Server44","0","-301"
"Server45","0","-301"
"Server46","0","-301"
"Server47","56","-301"
"Server48","0","-301"
"Server49","0","-301"
"Server50","0","-301"
"Server51","0","-301"
"Server52","0","-301"
"Server53","56","-301"
"Server54","0","-301"
"Server55","0","-301"
"Server56","0","-301"
"Server57","0","-301"
"Server58","0","-301"
"Server59","56","-301"
"Server60","7","-301"
"Server61","63","-301"
"Server62","0","-301"
"Server63","0","-301"
"Server64","7","-301"
"Server65","0","-301"
"Server66","7","-301"
"Server67","56","-301"
"Server68","0","-301"
"Server69","0","-301"
"Server70","7","-301"
"Server71","56","-301"
"Server72","7","-301"
"Server73","56","-301"
"Server74","7","-301"
"Server75","0","-301"
"Server76","0","-301"
"Server77","0","-301"
"Server78","0","-301"
"Server79","56","-301"
"Server80","7","-301"
"Server81","14","-301"
"Server82","0","-301"
"Server83","56","-301"
"Server84","0","-301"
"Server85","7","-301"
"Server86","7","-301"
"Server87","7","-301"
"Server88","0","-301"
"Server89","63","-301"
"Server90","0","-301"
"Server91","0","-301"
"Server92","7","-301"
"Server93","0","-301"
"Server94","0","-301"
"Server95","0","-301"
"Server96","7","-301"
"Server97","63","-301"
"Server98","0","-301"
"Server99","0","-301"
"Server0","8","-300"
"Server1","8","-300"
"Server2","57","-300"
"Server3","57","-300"
"Server4","1","-300"
"Server5","64","-300"
"Server6","1","-300"
"Server7","64","-300"
"Server8","1","-300"
"Server9","1","-300"
"Server10","1","-300"
"Server11","65","-300"
"Server12","1","-300"
"Server13","64","-300"
"Server14","1","-300"
"Server15","15","-300"
"Server16","1","-300"
"Server17","57","-300"
"Server18","1","-300"
"Server19","57","-300"
"Server20","8","-300"
"Server21","8","-300"
"Server22","1","-300"
"Server23","57","-300"
"Server24","1","-300"
"Server25","1","-300"
"Server26","1","-300"
"Server27","1","-300"
"Server28","1","-300"
"Server29","57","-300"
"Server30","1","-300"
"Server31","57","-300"
"Server32","1","-300"
"Server33","1","-300"
"Server34","1","-300"
"Server35","1","-300"
"Server36","1","-300"
"Server37","57","-300"
"Server38","1","-300"
"Server39","1","-300"
"Server40","1","-300"
"Server41","65","-300"
"Server42","1","-300"
"Server43","64","-300"
"Server44","1","-300"
"Server45","1","-300"
"Server46","1","-300"
"Server47","57","-300"
"Server48","1","-300"
"Server49","1","-300"
"Server50","1","-300"
"Server51","1","-300"
"Server52","1","-300"
"Server53","57","-300"
"Server54","1","-300"
"Server55","1","-300"
"Server56","1","-300"
"Server57","1","-300"
"Server58","1","-300"
"Server59","57","-300"
"Server60","8","-300"
"Server61","64","-300"
"Server62","1","-300"
"Server63","1","-300"
"Server64","8","-300"
"Server65","1","-300"
"Server66","8","-300"
"Server67","57","-300"
"Server68","1","-300"
"Server69","1","-300"
"Server70","8","-300"
"Server71","57","-300"
"Server72","8","-300"
"Server73","57","-300"
"Server74","8","-300"
"Server75","1","-300"
"Server76","1","-300"
"Server77","1","-300"
"Server78","1","-300"
"Server79","57","-300"
"Server80","8","-300"
"Server81","15","-300"
"Server82","1","-300"
"Server83","57","-300"
"Server84","1","-300"
"Server85","8","-300"
"Server86","8","-300"
"Server87","8","-300"
"Server88","1","-300"
"Server89","64","-300"
"Server90","1","-300"
"Server91","1","-300"
"Server92","8","-300"
"Server93","1","-300"
"Server94","1","-300"
"Server95","1","-300"
"Server96","8","-300"
"Server97","64","-300"
"Server98","1","-300"
"Server99","1","-300"
"Server0","9","-299"
"Server1","9","-299"
"Server2","58","-299"
"Server3","58","-299"
"Server4","2","-299"
"Server5","65","-299"
"Server6","2","-299"
"Server7","65","-299"
"Server8","2","-299"
"Server9","2","-299"
"Server10","2","-299"
"Server11","66","-299"
"Server12","2","-299"
"Server13","65","-299"
"Server14","2","-299"
"Server15","16","-299"
"Server16","2","-299"
"Server17","58","-299"
"Server18","2","-299"
"Server19","58","-299"
"Server20","9","-299"
"Server21","9","-299"
"Server22","2","-299"
"Server23","58","-299"
"Server24","2","-299"
"Server25","2","-299"
"Server26","2","-299"
"Server27","2","-299"
"Server28","2","-299"
"Server29","58","-299"
"Server30","2","-299"
"Server31","58","-299"
"Server32","2","-299"
"Server33","2","-299"
"Server34","2","-299"
"Server35","2","-299"
"Server36","2","-299"
"Server37","58","-299"
"Server38","2","-299"
"Server39","2","-299"
"Server40","2","-299"
"Server41","66","-299"
"Server42","2","-299"
"Server43","65","-299"
"Server44","2","-299"
"Server45","2","-299"
"Server46","2","-299"
"Server47","58","-299"
"Server48","2","-299"
"Server49","2","-299"
"Server50","2","-299"
"Server51","2","-299"
"Server52","2","-299"
"Server53","58","-299"
"Server54","2","-299"
"Server55","2","-299"
"Server56","2","-299"
"Server57","2","-299"
"Server58","2","-299"
"Server59","58","-299"
"Server60","9","-299"
"Server61","65","-299"
"Server62","2","-299"
"Server63","2","-299"
"Server64","9","-299"
"Server65","2","-299"
"Server66","9","-299"
"Server67","58","-299"
"Server68","2","-299"
"Server69","2","-299"
"Server70","9","-299"
"Server71","58","-299"
"Server72","9","-299"
"Server73","58","-299"
"Server74","9","-299"
"Server75","2","-299"
"Server76","2","-299"
"Server77","2","-299"
"Server78","2","-299"
"Server79","58","-299"
"Server80","9","-299"
"Server81","16","-299"
"Server82","2","-299"
"Server83","58","-299"
"Server84","2","-299"
"Server85","9","-299"
"Server86","9","-299"
"Server87","9","-299"
"Server88","2","-299"
"Server89","65","-299"
"Server90","2","-299"
"Server91","2","-299"
"Server92","9","-299"
"Server93","2","-299"
"Server94","2","-299"
"Server95","2","-299"
"Server96","9","-299"
"Server97","65","-299"
"Server98","2","-299"
"Server99","2","-299"
"Server0","10","-298"
"Server1","10","-298"
"Server2","59","-298"
"Server3","59","-298"
"Server4","3","-298"
"Server5","66","-298"
"Server6","3","-298"
"Server7","66","-298"
"Server8","3","-298"
"Server9","3","-298"
"Server10","3","-298"
"Server11","67","-298"
"Server12","3","-298"
"Server13","66","-298"
"Server14","3","-298"
"Server15","17","-298"
"Server16","3","-298"
"Server17","59","-298"
"Server18","3","-298"
"Server19","59","-298"
"Server20","10","-298"
"Server21","10","-298"
"Server22","3","-298"
"Server23","59","-298"
"Server24","3","-298"
"Server25","3","-298"
"Server26","3","-298"
"Server27","3","-298"
"Server28","3","-298"
"Server29","59","-298"
"Server30","3","-298"
"Server31","59","-298"
"Server32","3","-298"
"Server33","3","-298"
"Server34","3","-298"
"Server35","3","-298"
"Server36","3","-298"
"Server37","59","-298"
"Server38","3","-298"
"Server39","3","-298"
"Server40","3","-298"
"Server41","67","-298"
"Server42","3","-298"
"Server43","66","-298"
"Server44","3","-298"
"Server45","3","-298"
"Server46","3","-298"
"Server47","59","-298"
"Server48","3","-298"
"Server49","3","-298"
"Server50","3","-298"
"Server51","3","-298"
"Server52","3","-298"
"Server53","59","-298"
"Server54","3","-298"
"Server55","3","-298"
"Server56","3","-298"
"Server57","3","-298"
"Server58","3","-298"
"Server59","59","-298"
"Server60","10","-298"
"Server61","66","-298"
"Server62","3","-298"
"Server63","3","-298"
"Server64","10","-298"
"Server65","3","-298"
"Server66","10","-298"
"Server67","59","-298"
"Server68","3","-298"
"Server69","3","-298"
"Server70","10","-298"
"Server71","59","-298"
"Server72","10","-298"
"Server73","59","-298"
"Server74","10","-298"
"Server75","3","-298"
"Server76","3","-298"
"Server77","3","-298"
"Server78","3","-298"
"Server79","59","-298"
"Server80","10","-298"
"Server81","17","-298"
"Server82","3","-298"
"Server83","59","-298"
"Server84","3","-298"
"Server85","10","-298"
"Server86","10","-298"
"Server87","10","-298"
"Server88","3","-298"
"Server89","66","-298"
"Server90","3","-298"
"Server91","3","-298"
"Server92","10","-298"
"Server93","3","-298"
"Server94","3","-298"
"Server95","3","-298"
"Server96","10","-298"
"Server97","66","-298"
"Server98","3","-298"
"Server99","3","-298"
"Server0","11","-297"
"Server1","11","-297"
"Server2","60","-297"
"Server3","60","-297"
"Server4","4","-297"
"Server5","67","-297"
"Server6","4","-297"
"Server7","67","-297"
"Server8","4","-297"
"Server9","4","-297"
"Server10","4","-297"
"Server11","68","-297"
"Server12","4","-297"
"Server13","67","-297"
"Server14","4","-297"
"Server15","18","-297"
"Server16","4","-297"
"Server17","60","-297"
"Server18","4","-297"
"Server19","60","-297"
"Server20","11","-297"
"Server21","11","-297"
"Server22","4","-297"
"Server23","60","-297"
"Server24","4","-297"
"Server25","4","-297"
"Server26","4","-297"
"Server27","4","-297"
"Server28","4","-297"
"Server29","60","-297"
"Server30","4","-297"
"Server31","60","-297"
"Server32","4","-297"
"Server33","4","-297"
"Server34","4","-297"
"Server35","4","-297"
"Server36","4","-297"
"Server37","60","-297"
"Server38","4","-297"
"Server39","4","-297"
"Server40","4","-297"
"Server41","68","-297"
"Server42","4","-297"
"Server43","67","-297"
"Server44","4","-297"
"Server45","4","-297"
"Server46","4","-297"
"Server47","60","-297"
"Server48","4","-297"
"Server49","4","-297"
"Server50","4","-297"
"Server51","4","-297"
"Server52","4","-297"
"Server53","60","-297"
"Server54","4","-297"
"Server55","4","-297"
"Server56","4","-297"
"Server57","4","-297"
"Server58","4","-297"
"Server59","60","-297"
"Server60","11","-297"
"Server61","67","-297"
"Server62","4","-297"
"Server63","4","-297"
"Server64","11","-297"
"Server65","4","-297"
"Server66","11","-297"
"Server67","60","-297"
"Server68","4","-297"
"Server69","4","-297"
"Server70","11","-297"
"Server71","60","-297"
"Server72","11","-297"
"Server73","60","-297"
"Server74","11","-297"
"Server75","4","-297"
"Server76","4","-297"
"Server77","4","-297"
"Server78","4","-297"
"Server79","60","-297"
"Server80","11","-297"
"Server81","18","-297"
"Server82","4","-297"
"Server83","60","-297"
"Server84","4","-297"
"Server85","11","-297"
"Server86","11","-297"
"Server87","11","-297"
"Server88","4","-297"
"Server89","67","-297"
"Server90","4","-297"
"Server91","4","-297"
"Server92","11","-297"
"Server93","4","-297"
"Server94","4","-297"
"Server95","4","-297"
"Server96","11","-297"
"Server97","67","-297"
"Server98","4","-297"
"Server99","4","-297"
"Server0","12","-296"
"Server1","12","-296"
"Server2","61","-296"
"Server3","61","-296"
"Server4","5","-296"
"Server5","68","-296"
"Server6","5","-296"
"Server7","68","-296"
"Server8","5","-296"
"Server9","5","-296"
"Server10","5","-296"
"Server11","69","-296"
"Server12","5","-296"
"Server13","68","-296"
"Server14","5","-296"
"Server15","19","-296"
"Server16","5","-296"
"Server17","61","-296"
"Server18","5","-296"
"Server19","61","-296"
"Server20","12","-296"
"Server21","12","-296"
"Server22","5","-296"
"Server23","61","-296"
"Server24","5","-296"
"Server25","5","-296"
"Server26","5","-296"
"Server27","5","-296"
"Server28","5","-296"
"Server29","61","-296"
"Server30","5","-296"
"Server31","61","-296"
"Server32","5","-296"
"Server33","5","-296"
"Server34","5","-296"
"Server35","5","-296"
"Server36","5","-296"
"Server37","61","-296"
"Server38","5","-296"
"Server39","5","-296"
"Server40","5","-296"
"Server41","69","-296"
"Server42","5","-296"
"Server43","68","-296"
"Server44","5","-296"
"Server45","5","-296"
"Server46","5","-296"
"Server47","61","-296"
"Server48","5","-296"
"Server49","5","-296"
"Server50","5","-296"
"Server51","5","-296"
"Server52","5","-296"
"Server53","61","-296"
"Server54","5","-296"
"Server55","5","-296"
"Server56","5","-296"
"Server57","5","-296"
"Server58","5","-296"
"Server59","61","-296"
"Server60","12","-296"
"Server61","68","-296"
"Server62","5","-296"
"Server63","5","-296"
"Server64","12","-296"
"Server65","5","-296"
"Server66","12","-296"
"Server67","61","-296"
"Server68","5","-296"
"Server69","5","-296"
"Server70","12","-296"
"Server71","61","-296"
"Server72","12","-296"
"Server73","61","-296"
"Server74","12","-296"
"Server75","5","-296"
"Server76","5","-296"
"Server77","5","-296"
"Server78","5","-296"
"Server79","61","-296"
"Server80","12","-296"
"Server81","19","-296"
"Server82","5","-296"
"Server83","61","-296"
"Server84","5","-296"
"Server85","12","-296"
"Server86","12","-296"
"Server87","12","-296"
"Server88","5","-296"
"Server89","68","-296"
"Server90","5","-296"
"Server91","5","-296"
"Server92","12","-296"
"Server93","5","-296"
"Server94","5","-296"
"Server95","5","-296"
"Server96","12","-296"
"Server97","68","-296"
"Server98","5","-296"
"Server99","5","-296"
"Server0","13","-295"
"Server1","13","-295"
"Server2","62","-295"
"Server3","62","-295"
"Server4","6","-295"
"Server5","69","-295"
"Server6","6","-295"
"Server7","69","-295"
"Server8","6","-295"
"Server9","6","-295"
"Server10","6","-295"
"Server11","70","-295"
"Server12","6","-295"
"Server13","69","-295"
"Server14","6","-295"
"Server15","20","-295"
"Server16","6","-295"
"Server17","62","-295"
"Server18","6","-295"
"Server19","62","-295"
"Server20","13","-295"
"Server21","13","-295"
"Server22","6","-295"
"Server23","62","-295"
"Server24","6","-295"
"Server25","6","-295"
"Server26","6","-295"
"Server27","6","-295"
"Server28","6","-295"
"Server29","62","-295"
"Server30","6","-295"
"Server31","62","-295"
"Server32","6","-295"
"Server33","6","-295"
"Server34","6","-295"
"Server35","6","-295"
"Server36","6","-295"
"Server37","62","-295"
"Server38","6","-295"
"Server39","6","-295"
"Server40","6","-295"
"Server41","70","-295"
"Server42","6","-295"
"Server43","69","-295"
"Server44","6","-295"
"Server45","6","-295"
"Server46","6","-295"
"Server47","62","-295"
"Server48","6","-295"
"Server49","6","-295"
"Server50","6","-295"
"Server51","6","-295"
"Server52","6","-295"
"Server53","62","-295"
"Server54","6","-295"
"Server55","6","-295"
"Server56","6","-295"
"Server57","6","-295"
"Server58","6","-295"
"Server59","62","-295"
"Server60","13","-295"
"Server61","69","-295"
"Server62","6","-295"
"Server63","6","-295"
"Server64","13","-295"
"Server65","6","-295"
"Server66","13","-295"
"Server67","62","-295"
"Server68","6","-295"
"Server69","6","-295"
"Server70","13","-295"
"Server71","62","-295"
"Server72","13","-295"
"Server73","62","-295"
"Server74","13","-295"
"Server75","6","-295"
"Server76","6","-295"
"Server77","6","-295"
"Server78","6","-295"
"Server79","62","-295"
"Server80","13","-295"
"Server81","20","-295"
"Server82","6","-295"
"Server83","62","-295"
"Server84","6","-295"
"Server85","13","-295"
"Server86","13","-295"
"Server87","13","-295"
"Server88","6","-295"
"Server89","69","-295"
"Server90","6","-295"
"Server91","6","-295"
"Server92","13","-295"
"Server93","6","-295"
"Server94","6","-295"
"Server95","6","-295"
"Server96","13","-295"
"Server97","69","-295"
"Server98","6","-295"
"Server99","6","-295"
"Server0","0","-294"
"Server1","0","-294"
"Server2","63","-294"
"Server3","63","-294"
"Server4","0","-294"
"Server5","70","-294"
"Server6","0","-294"
"Server7","70","-294"
"Server8","7","-294"
"Server9","7","-294"
"Server10","0","-294"
"Server11","71","-294"
"Server12","0","-294"
"Server13","70","-294"
"Server14","0","-294"
"Server15","0","-294"
"Server16","0","-294"
"Server17","63","-294"
"Server18","7","-294"
"Server19","63","-294"
"Server20","0","-294"
"Server21","0","-294"
"Server22","7","-294"
"Server23","63","-294"
"Server24","7","-294"
