"Source","DateOffset","HotFixID","Description","InstalledBy"
"Server33","-287","MSKB8377412","Update","NT AUTHORITY\SYSTEM"
"Server34","-287","MSKB2114307","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-287","MSKB7192280","Update","NT AUTHORITY\SYSTEM"
"Server34","-287","MSKB6958023","Update","NT AUTHORITY\SYSTEM"
"Server34","-287","MSKB7037337","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB3030597","Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB4408989","Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB4853545","Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB6455111","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB2067448","Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB1087767","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-287","MSKB2349677","Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB2651029","Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB3885044","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB5414030","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB3345002","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB4928272","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB4197442","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-287","MSKB5337919","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-287","MSKB2506228","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-287","MSKB9055438","Update","NT AUTHORITY\SYSTEM"
"Server39","-287","MSKB6061983","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-287","MSKB7155446","Update","NT AUTHORITY\SYSTEM"
"Server39","-287","MSKB6821553","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-287","MSKB2089614","Update","NT AUTHORITY\SYSTEM"
"Server42","-287","MSKB3513319","Update","NT AUTHORITY\SYSTEM"
"Server42","-287","MSKB5174460","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-287","MSKB4771194","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-287","MSKB7827786","Update","NT AUTHORITY\SYSTEM"
"Server45","-287","MSKB9543446","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-287","MSKB4603347","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-287","MSKB1492487","Update","NT AUTHORITY\SYSTEM"
"Server46","-287","MSKB5052642","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-287","MSKB3340056","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-287","MSKB3169162","Security Update","NT AUTHORITY\SYSTEM"
"Server48","-287","MSKB4586002","Update","NT AUTHORITY\SYSTEM"
"Server48","-287","MSKB5928592","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB7115955","Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB8644859","Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB5385097","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB5528565","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB6617276","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB4750211","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-287","MSKB3273378","Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB1684973","Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB7398798","Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB6998349","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB4124884","Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB4156082","Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB1802357","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-287","MSKB6288688","Update","NT AUTHORITY\SYSTEM"
"Server54","-287","MSKB8073280","Security Update","NT AUTHORITY\SYSTEM"
"Server54","-287","MSKB1241193","Update","NT AUTHORITY\SYSTEM"
"Server54","-287","MSKB1780412","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-287","MSKB5785627","Update","NT AUTHORITY\SYSTEM"
"Server57","-287","MSKB8189860","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-287","MSKB7891384","Update","NT AUTHORITY\SYSTEM"
"Server58","-287","MSKB8422963","Update","NT AUTHORITY\SYSTEM"
"Server62","-287","MSKB9255994","Update","NT AUTHORITY\SYSTEM"
"Server62","-287","MSKB4132493","Update","NT AUTHORITY\SYSTEM"
"Server62","-287","MSKB7915666","Update","NT AUTHORITY\SYSTEM"
"Server62","-287","MSKB3908873","Update","NT AUTHORITY\SYSTEM"
"Server65","-287","MSKB7005944","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-287","MSKB1828517","Update","NT AUTHORITY\SYSTEM"
"Server66","-287","MSKB6834741","Update","NT AUTHORITY\SYSTEM"
"Server66","-287","MSKB2816388","Update","NT AUTHORITY\SYSTEM"
"Server66","-287","MSKB7189258","Update","NT AUTHORITY\SYSTEM"
"Server66","-287","MSKB3464873","Update","NT AUTHORITY\SYSTEM"
"Server66","-287","MSKB4963136","Update","NT AUTHORITY\SYSTEM"
"Server66","-287","MSKB8210147","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB2344995","Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB3176942","Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB7418510","Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB4914239","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB7431611","Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB4106995","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-287","MSKB6032281","Update","NT AUTHORITY\SYSTEM"
"Server70","-287","MSKB5363660","Update","NT AUTHORITY\SYSTEM"
"Server70","-287","MSKB3627793","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-287","MSKB1131012","Update","NT AUTHORITY\SYSTEM"
"Server70","-287","MSKB2047363","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-287","MSKB1700597","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB6288625","Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB8250325","Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB9128787","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB8483872","Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB5111029","Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB6835643","Update","NT AUTHORITY\SYSTEM"
"Server72","-287","MSKB8958383","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB2293997","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB6795757","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB6510243","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB6679313","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB3218100","Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB5582241","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-287","MSKB2571095","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-287","MSKB1514485","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-287","MSKB6219995","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-287","MSKB3774528","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-287","MSKB2755712","Update","NT AUTHORITY\SYSTEM"
"Server81","-287","MSKB8291299","Update","NT AUTHORITY\SYSTEM"
"Server81","-287","MSKB9090039","Update","NT AUTHORITY\SYSTEM"
"Server81","-287","MSKB6415005","Update","NT AUTHORITY\SYSTEM"
"Server82","-287","MSKB5932711","Update","NT AUTHORITY\SYSTEM"
"Server84","-287","MSKB4095003","Update","NT AUTHORITY\SYSTEM"
"Server84","-287","MSKB9964918","Security Update","NT AUTHORITY\SYSTEM"
"Server84","-287","MSKB5975956","Security Update","NT AUTHORITY\SYSTEM"
"Server84","-287","MSKB4748157","Security Update","NT AUTHORITY\SYSTEM"
"Server84","-287","MSKB7617506","Update","NT AUTHORITY\SYSTEM"
"Server84","-287","MSKB8904572","Update","NT AUTHORITY\SYSTEM"
"Server86","-287","MSKB9296877","Security Update","NT AUTHORITY\SYSTEM"
"Server86","-287","MSKB8100584","Update","NT AUTHORITY\SYSTEM"
"Server86","-287","MSKB6764570","Security Update","NT AUTHORITY\SYSTEM"
"Server87","-287","MSKB3277303","Security Update","NT AUTHORITY\SYSTEM"
"Server87","-287","MSKB9618216","Update","NT AUTHORITY\SYSTEM"
"Server87","-287","MSKB1361207","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-287","MSKB6042136","Update","NT AUTHORITY\SYSTEM"
"Server90","-287","MSKB2210079","Update","NT AUTHORITY\SYSTEM"
"Server90","-287","MSKB8327979","Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB3095147","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB8728962","Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB9888562","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB7755850","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB9046140","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB3628152","Update","NT AUTHORITY\SYSTEM"
"Server91","-287","MSKB6773568","Update","NT AUTHORITY\SYSTEM"
"Server92","-287","MSKB7261504","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-287","MSKB3153252","Update","NT AUTHORITY\SYSTEM"
"Server92","-287","MSKB3047677","Update","NT AUTHORITY\SYSTEM"
"Server92","-287","MSKB9577586","Update","NT AUTHORITY\SYSTEM"
"Server93","-287","MSKB8285690","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-287","MSKB7686565","Update","NT AUTHORITY\SYSTEM"
"Server93","-287","MSKB5490921","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-287","MSKB9179227","Update","NT AUTHORITY\SYSTEM"
"Server93","-287","MSKB8838238","Security Update","NT AUTHORITY\SYSTEM"
"Server93","-287","MSKB1028380","Update","NT AUTHORITY\SYSTEM"
"Server94","-287","MSKB9308844","Update","NT AUTHORITY\SYSTEM"
"Server94","-287","MSKB8692175","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-287","MSKB8096619","Update","NT AUTHORITY\SYSTEM"
"Server94","-287","MSKB1625283","Update","NT AUTHORITY\SYSTEM"
"Server94","-287","MSKB1584900","Update","NT AUTHORITY\SYSTEM"
"Server95","-287","MSKB2610670","Update","NT AUTHORITY\SYSTEM"
"Server95","-287","MSKB9566516","Update","NT AUTHORITY\SYSTEM"
"Server95","-287","MSKB2312332","Update","NT AUTHORITY\SYSTEM"
"Server95","-287","MSKB6730741","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-287","MSKB9569664","Update","NT AUTHORITY\SYSTEM"
"Server99","-287","MSKB5411967","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-287","MSKB7635779","Update","NT AUTHORITY\SYSTEM"
"Server99","-287","MSKB1946800","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-287","MSKB3997309","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-287","MSKB8591576","Security Update","NT AUTHORITY\SYSTEM"
"Server0","-280","MSKB9875268","Security Update","NT AUTHORITY\SYSTEM"
"Server0","-280","MSKB6944994","Update","NT AUTHORITY\SYSTEM"
"Server0","-280","MSKB2427874","Update","NT AUTHORITY\SYSTEM"
"Server0","-280","MSKB3464843","Security Update","NT AUTHORITY\SYSTEM"
"Server0","-280","MSKB1395765","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-280","MSKB3536363","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-280","MSKB8599408","Update","NT AUTHORITY\SYSTEM"
"Server1","-280","MSKB1797221","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-280","MSKB3660740","Update","NT AUTHORITY\SYSTEM"
"Server1","-280","MSKB6436106","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-280","MSKB7472636","Update","NT AUTHORITY\SYSTEM"
"Server2","-280","MSKB3831159","Security Update","NT AUTHORITY\SYSTEM"
"Server2","-280","MSKB3337999","Security Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB7482331","Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB1097893","Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB1635786","Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB1296949","Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB5172933","Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB3562460","Update","NT AUTHORITY\SYSTEM"
"Server3","-280","MSKB1782189","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-280","MSKB4654806","Update","NT AUTHORITY\SYSTEM"
"Server4","-280","MSKB2216697","Update","NT AUTHORITY\SYSTEM"
"Server4","-280","MSKB2923560","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-280","MSKB7959674","Security Update","NT AUTHORITY\SYSTEM"
"Server5","-280","MSKB4488185","Security Update","NT AUTHORITY\SYSTEM"
"Server5","-280","MSKB8083398","Security Update","NT AUTHORITY\SYSTEM"
"Server5","-280","MSKB8880715","Security Update","NT AUTHORITY\SYSTEM"
"Server5","-280","MSKB9653735","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-280","MSKB1002610","Update","NT AUTHORITY\SYSTEM"
"Server6","-280","MSKB6429893","Update","NT AUTHORITY\SYSTEM"
"Server6","-280","MSKB6232901","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-280","MSKB3815965","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-280","MSKB4141130","Update","NT AUTHORITY\SYSTEM"
"Server8","-280","MSKB2657816","Update","NT AUTHORITY\SYSTEM"
"Server8","-280","MSKB2795263","Security Update","NT AUTHORITY\SYSTEM"
"Server8","-280","MSKB3657307","Update","NT AUTHORITY\SYSTEM"
"Server8","-280","MSKB7748970","Update","NT AUTHORITY\SYSTEM"
"Server12","-280","MSKB1807983","Security Update","NT AUTHORITY\SYSTEM"
"Server12","-280","MSKB3409150","Security Update","NT AUTHORITY\SYSTEM"
"Server13","-280","MSKB2392965","Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB8303919","Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB1561366","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB6931349","Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB2228416","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB6452365","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB9584966","Update","NT AUTHORITY\SYSTEM"
"Server16","-280","MSKB6016342","Update","NT AUTHORITY\SYSTEM"
"Server19","-280","MSKB4205841","Security Update","NT AUTHORITY\SYSTEM"
"Server19","-280","MSKB8971910","Security Update","NT AUTHORITY\SYSTEM"
"Server19","-280","MSKB8820858","Security Update","NT AUTHORITY\SYSTEM"
"Server19","-280","MSKB3526371","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-280","MSKB3230437","Update","NT AUTHORITY\SYSTEM"
"Server20","-280","MSKB7090750","Update","NT AUTHORITY\SYSTEM"
"Server20","-280","MSKB5701116","Update","NT AUTHORITY\SYSTEM"
"Server20","-280","MSKB2603549","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-280","MSKB9599587","Update","NT AUTHORITY\SYSTEM"
"Server21","-280","MSKB4445546","Update","NT AUTHORITY\SYSTEM"
"Server23","-280","MSKB6897203","Security Update","NT AUTHORITY\SYSTEM"
"Server23","-280","MSKB4436875","Update","NT AUTHORITY\SYSTEM"
"Server24","-280","MSKB2418778","Update","NT AUTHORITY\SYSTEM"
"Server25","-280","MSKB2016576","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-280","MSKB3459555","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-280","MSKB6474911","Update","NT AUTHORITY\SYSTEM"
"Server25","-280","MSKB2831619","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-280","MSKB2013517","Update","NT AUTHORITY\SYSTEM"
"Server28","-280","MSKB5809407","Security Update","NT AUTHORITY\SYSTEM"
"Server28","-280","MSKB6659696","Update","NT AUTHORITY\SYSTEM"
"Server29","-280","MSKB8386975","Update","NT AUTHORITY\SYSTEM"
"Server29","-280","MSKB5389113","Update","NT AUTHORITY\SYSTEM"
"Server30","-280","MSKB9131177","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-280","MSKB2118240","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-280","MSKB2217792","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-280","MSKB3514858","Update","NT AUTHORITY\SYSTEM"
"Server30","-280","MSKB8473139","Security Update","NT AUTHORITY\SYSTEM"
"Server31","-280","MSKB1083099","Update","NT AUTHORITY\SYSTEM"
"Server32","-280","MSKB8674939","Update","NT AUTHORITY\SYSTEM"
"Server32","-280","MSKB5446870","Update","NT AUTHORITY\SYSTEM"
"Server33","-280","MSKB9338486","Update","NT AUTHORITY\SYSTEM"
"Server33","-280","MSKB7383722","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-280","MSKB5823253","Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB3399509","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB2069400","Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB4828360","Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB4228458","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB3150838","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB1711417","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-280","MSKB9868020","Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB5929561","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB4390868","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB3943903","Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB7957223","Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB7745208","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB3715025","Security Update","NT AUTHORITY\SYSTEM"
"Server35","-280","MSKB1613485","Update","NT AUTHORITY\SYSTEM"
"Server36","-280","MSKB7054627","Update","NT AUTHORITY\SYSTEM"
"Server36","-280","MSKB9136309","Security Update","NT AUTHORITY\SYSTEM"
"Server36","-280","MSKB6688708","Update","NT AUTHORITY\SYSTEM"
"Server36","-280","MSKB9074025","Update","NT AUTHORITY\SYSTEM"
"Server36","-280","MSKB7707326","Security Update","NT AUTHORITY\SYSTEM"
"Server37","-280","MSKB1399619","Security Update","NT AUTHORITY\SYSTEM"
"Server37","-280","MSKB1596076","Security Update","NT AUTHORITY\SYSTEM"
"Server37","-280","MSKB6317886","Security Update","NT AUTHORITY\SYSTEM"
"Server37","-280","MSKB6704889","Security Update","NT AUTHORITY\SYSTEM"
"Server38","-280","MSKB8105488","Update","NT AUTHORITY\SYSTEM"
"Server38","-280","MSKB6641675","Security Update","NT AUTHORITY\SYSTEM"
"Server38","-280","MSKB2249030","Update","NT AUTHORITY\SYSTEM"
"Server39","-280","MSKB5556961","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-280","MSKB3705030","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-280","MSKB9531528","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-280","MSKB1162167","Update","NT AUTHORITY\SYSTEM"
"Server39","-280","MSKB1857472","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-280","MSKB6937322","Security Update","NT AUTHORITY\SYSTEM"
"Server41","-280","MSKB5397911","Security Update","NT AUTHORITY\SYSTEM"
"Server41","-280","MSKB2062611","Security Update","NT AUTHORITY\SYSTEM"
"Server41","-280","MSKB4952966","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-280","MSKB6950302","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-280","MSKB3829312","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-280","MSKB6834095","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-280","MSKB2010163","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-280","MSKB4833321","Update","NT AUTHORITY\SYSTEM"
"Server42","-280","MSKB6283189","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-280","MSKB3517977","Update","NT AUTHORITY\SYSTEM"
"Server44","-280","MSKB9290031","Update","NT AUTHORITY\SYSTEM"
"Server44","-280","MSKB4152466","Update","NT AUTHORITY\SYSTEM"
"Server44","-280","MSKB4942453","Update","NT AUTHORITY\SYSTEM"
"Server44","-280","MSKB5638366","Security Update","NT AUTHORITY\SYSTEM"
"Server47","-280","MSKB5687658","Security Update","NT AUTHORITY\SYSTEM"
"Server47","-280","MSKB7564375","Update","NT AUTHORITY\SYSTEM"
"Server47","-280","MSKB7237564","Update","NT AUTHORITY\SYSTEM"
"Server48","-280","MSKB2696519","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-280","MSKB6295778","Update","NT AUTHORITY\SYSTEM"
"Server49","-280","MSKB3007835","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-280","MSKB1144398","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-280","MSKB7058650","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-280","MSKB7910663","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-280","MSKB9392472","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-280","MSKB3608094","Update","NT AUTHORITY\SYSTEM"
"Server52","-280","MSKB9983444","Update","NT AUTHORITY\SYSTEM"
"Server52","-280","MSKB3593206","Update","NT AUTHORITY\SYSTEM"
"Server52","-280","MSKB1769899","Update","NT AUTHORITY\SYSTEM"
"Server53","-280","MSKB6524924","Update","NT AUTHORITY\SYSTEM"
"Server53","-280","MSKB5606789","Security Update","NT AUTHORITY\SYSTEM"
"Server54","-280","MSKB1798948","Security Update","NT AUTHORITY\SYSTEM"
"Server54","-280","MSKB4986467","Security Update","NT AUTHORITY\SYSTEM"
"Server54","-280","MSKB3602898","Update","NT AUTHORITY\SYSTEM"
"Server55","-280","MSKB8192294","Security Update","NT AUTHORITY\SYSTEM"
"Server55","-280","MSKB7238446","Security Update","NT AUTHORITY\SYSTEM"
"Server55","-280","MSKB3110091","Update","NT AUTHORITY\SYSTEM"
"Server55","-280","MSKB8826938","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-280","MSKB4285068","Update","NT AUTHORITY\SYSTEM"
"Server56","-280","MSKB6027846","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-280","MSKB7549851","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-280","MSKB3538098","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-280","MSKB8607024","Update","NT AUTHORITY\SYSTEM"
"Server57","-280","MSKB2780565","Update","NT AUTHORITY\SYSTEM"
"Server57","-280","MSKB9460914","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-280","MSKB6112816","Update","NT AUTHORITY\SYSTEM"
"Server58","-280","MSKB8899075","Update","NT AUTHORITY\SYSTEM"
"Server58","-280","MSKB9503974","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-280","MSKB2527941","Update","NT AUTHORITY\SYSTEM"
"Server58","-280","MSKB9243622","Security Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB5565707","Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB3164048","Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB9375214","Security Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB8115890","Security Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB4072946","Security Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB3563288","Update","NT AUTHORITY\SYSTEM"
"Server59","-280","MSKB5536782","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-280","MSKB7834563","Update","NT AUTHORITY\SYSTEM"
"Server60","-280","MSKB1166458","Update","NT AUTHORITY\SYSTEM"
"Server60","-280","MSKB3192311","Update","NT AUTHORITY\SYSTEM"
"Server60","-280","MSKB6480381","Update","NT AUTHORITY\SYSTEM"
"Server61","-280","MSKB4653578","Update","NT AUTHORITY\SYSTEM"
"Server61","-280","MSKB4346187","Security Update","NT AUTHORITY\SYSTEM"
"Server61","-280","MSKB5808205","Security Update","NT AUTHORITY\SYSTEM"
"Server61","-280","MSKB7020810","Update","NT AUTHORITY\SYSTEM"
"Server61","-280","MSKB8177227","Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB6000298","Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB4599384","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB3492445","Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB7559968","Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB9617705","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB7141661","Update","NT AUTHORITY\SYSTEM"
"Server62","-280","MSKB8022573","Update","NT AUTHORITY\SYSTEM"
"Server63","-280","MSKB7314218","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-280","MSKB3442332","Update","NT AUTHORITY\SYSTEM"
"Server63","-280","MSKB7229611","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-280","MSKB6963550","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB2697566","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB6134313","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB3969799","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB1574895","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB6823303","Security Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB9872012","Update","NT AUTHORITY\SYSTEM"
"Server65","-280","MSKB3314450","Update","NT AUTHORITY\SYSTEM"
"Server66","-280","MSKB2515587","Update","NT AUTHORITY\SYSTEM"
"Server66","-280","MSKB5838381","Update","NT AUTHORITY\SYSTEM"
"Server66","-280","MSKB6536047","Update","NT AUTHORITY\SYSTEM"
"Server66","-280","MSKB5547867","Update","NT AUTHORITY\SYSTEM"
"Server67","-280","MSKB5557485","Security Update","NT AUTHORITY\SYSTEM"
"Server67","-280","MSKB5091461","Update","NT AUTHORITY\SYSTEM"
"Server67","-280","MSKB8535618","Security Update","NT AUTHORITY\SYSTEM"
"Server67","-280","MSKB6133570","Security Update","NT AUTHORITY\SYSTEM"
"Server67","-280","MSKB2691747","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-280","MSKB9458381","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-280","MSKB6850372","Update","NT AUTHORITY\SYSTEM"
"Server68","-280","MSKB1139209","Update","NT AUTHORITY\SYSTEM"
"Server68","-280","MSKB9661356","Update","NT AUTHORITY\SYSTEM"
"Server68","-280","MSKB7557174","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-280","MSKB9677811","Update","NT AUTHORITY\SYSTEM"
"Server71","-280","MSKB4948177","Update","NT AUTHORITY\SYSTEM"
"Server71","-280","MSKB8095974","Security Update","NT AUTHORITY\SYSTEM"
"Server71","-280","MSKB7789134","Update","NT AUTHORITY\SYSTEM"
"Server71","-280","MSKB8913598","Security Update","NT AUTHORITY\SYSTEM"
"Server71","-280","MSKB4889342","Update","NT AUTHORITY\SYSTEM"
"Server71","-280","MSKB3729620","Security Update","NT AUTHORITY\SYSTEM"
