"ServerName","Date","PatchAge"
"Server21","3/27/2020 12:00:00 AM","6"
"Server22","3/27/2020 12:00:00 AM","6"
"Server23","3/27/2020 12:00:00 AM","76"
"Server24","3/27/2020 12:00:00 AM","6"
"Server25","3/27/2020 12:00:00 AM","6"
"Server26","3/27/2020 12:00:00 AM","6"
"Server27","3/27/2020 12:00:00 AM","13"
"Server28","3/27/2020 12:00:00 AM","6"
"Server29","3/27/2020 12:00:00 AM","76"
"Server30","3/27/2020 12:00:00 AM","6"
"Server31","3/27/2020 12:00:00 AM","76"
"Server32","3/27/2020 12:00:00 AM","6"
"Server33","3/27/2020 12:00:00 AM","6"
"Server34","3/27/2020 12:00:00 AM","6"
"Server35","3/27/2020 12:00:00 AM","6"
"Server36","3/27/2020 12:00:00 AM","6"
"Server37","3/27/2020 12:00:00 AM","76"
"Server38","3/27/2020 12:00:00 AM","13"
"Server39","3/27/2020 12:00:00 AM","6"
"Server40","3/27/2020 12:00:00 AM","13"
"Server41","3/27/2020 12:00:00 AM","84"
"Server42","3/27/2020 12:00:00 AM","6"
"Server43","3/27/2020 12:00:00 AM","83"
"Server44","3/27/2020 12:00:00 AM","6"
"Server45","3/27/2020 12:00:00 AM","6"
"Server46","3/27/2020 12:00:00 AM","6"
"Server47","3/27/2020 12:00:00 AM","76"
"Server48","3/27/2020 12:00:00 AM","6"
"Server49","3/27/2020 12:00:00 AM","13"
"Server50","3/27/2020 12:00:00 AM","6"
"Server51","3/27/2020 12:00:00 AM","20"
"Server52","3/27/2020 12:00:00 AM","6"
"Server53","3/27/2020 12:00:00 AM","76"
"Server54","3/27/2020 12:00:00 AM","6"
"Server55","3/27/2020 12:00:00 AM","13"
"Server56","3/27/2020 12:00:00 AM","20"
"Server57","3/27/2020 12:00:00 AM","6"
"Server58","3/27/2020 12:00:00 AM","6"
"Server59","3/27/2020 12:00:00 AM","76"
"Server60","3/27/2020 12:00:00 AM","27"
"Server61","3/27/2020 12:00:00 AM","83"
"Server62","3/27/2020 12:00:00 AM","6"
"Server63","3/27/2020 12:00:00 AM","20"
"Server64","3/27/2020 12:00:00 AM","13"
"Server65","3/27/2020 12:00:00 AM","6"
"Server66","3/27/2020 12:00:00 AM","6"
"Server67","3/27/2020 12:00:00 AM","76"
"Server68","3/27/2020 12:00:00 AM","6"
"Server69","3/27/2020 12:00:00 AM","13"
"Server70","3/27/2020 12:00:00 AM","6"
"Server71","3/27/2020 12:00:00 AM","76"
"Server72","3/27/2020 12:00:00 AM","6"
"Server73","3/27/2020 12:00:00 AM","76"
"Server74","3/27/2020 12:00:00 AM","6"
"Server75","3/27/2020 12:00:00 AM","13"
"Server76","3/27/2020 12:00:00 AM","13"
"Server77","3/27/2020 12:00:00 AM","6"
"Server78","3/27/2020 12:00:00 AM","13"
"Server79","3/27/2020 12:00:00 AM","76"
"Server80","3/27/2020 12:00:00 AM","13"
"Server81","3/27/2020 12:00:00 AM","6"
"Server82","3/27/2020 12:00:00 AM","6"
"Server83","3/27/2020 12:00:00 AM","76"
"Server84","3/27/2020 12:00:00 AM","6"
"Server85","3/27/2020 12:00:00 AM","27"
"Server86","3/27/2020 12:00:00 AM","6"
"Server87","3/27/2020 12:00:00 AM","6"
"Server88","3/27/2020 12:00:00 AM","20"
"Server89","3/27/2020 12:00:00 AM","83"
"Server90","3/27/2020 12:00:00 AM","6"
"Server91","3/27/2020 12:00:00 AM","6"
"Server92","3/27/2020 12:00:00 AM","6"
"Server93","3/27/2020 12:00:00 AM","6"
"Server94","3/27/2020 12:00:00 AM","6"
"Server95","3/27/2020 12:00:00 AM","6"
"Server96","3/27/2020 12:00:00 AM","13"
"Server97","3/27/2020 12:00:00 AM","83"
"Server98","3/27/2020 12:00:00 AM","6"
"Server99","3/27/2020 12:00:00 AM","6"
"Server0","3/28/2020 12:00:00 AM","0"
"Server1","3/28/2020 12:00:00 AM","0"
"Server2","3/28/2020 12:00:00 AM","0"
"Server3","3/28/2020 12:00:00 AM","0"
"Server4","3/28/2020 12:00:00 AM","0"
"Server5","3/28/2020 12:00:00 AM","0"
"Server6","3/28/2020 12:00:00 AM","0"
"Server7","3/28/2020 12:00:00 AM","84"
"Server8","3/28/2020 12:00:00 AM","0"
"Server9","3/28/2020 12:00:00 AM","7"
"Server10","3/28/2020 12:00:00 AM","14"
"Server11","3/28/2020 12:00:00 AM","85"
"Server12","3/28/2020 12:00:00 AM","0"
"Server13","3/28/2020 12:00:00 AM","0"
"Server14","3/28/2020 12:00:00 AM","7"
"Server15","3/28/2020 12:00:00 AM","7"
"Server16","3/28/2020 12:00:00 AM","0"
"Server17","3/28/2020 12:00:00 AM","77"
"Server18","3/28/2020 12:00:00 AM","7"
"Server19","3/28/2020 12:00:00 AM","0"
"Server20","3/28/2020 12:00:00 AM","0"
"Server21","3/28/2020 12:00:00 AM","0"
"Server22","3/28/2020 12:00:00 AM","7"
"Server23","3/28/2020 12:00:00 AM","0"
"Server24","3/28/2020 12:00:00 AM","0"
"Server25","3/28/2020 12:00:00 AM","0"
"Server26","3/28/2020 12:00:00 AM","7"
"Server27","3/28/2020 12:00:00 AM","14"
"Server28","3/28/2020 12:00:00 AM","0"
"Server29","3/28/2020 12:00:00 AM","0"
"Server30","3/28/2020 12:00:00 AM","0"
"Server31","3/28/2020 12:00:00 AM","0"
"Server32","3/28/2020 12:00:00 AM","0"
"Server33","3/28/2020 12:00:00 AM","0"
"Server34","3/28/2020 12:00:00 AM","0"
"Server35","3/28/2020 12:00:00 AM","0"
"Server36","3/28/2020 12:00:00 AM","0"
"Server37","3/28/2020 12:00:00 AM","0"
"Server38","3/28/2020 12:00:00 AM","0"
"Server39","3/28/2020 12:00:00 AM","0"
"Server40","3/28/2020 12:00:00 AM","0"
"Server41","3/28/2020 12:00:00 AM","0"
"Server42","3/28/2020 12:00:00 AM","0"
"Server43","3/28/2020 12:00:00 AM","84"
"Server44","3/28/2020 12:00:00 AM","0"
"Server45","3/28/2020 12:00:00 AM","7"
"Server46","3/28/2020 12:00:00 AM","7"
"Server47","3/28/2020 12:00:00 AM","0"
"Server48","3/28/2020 12:00:00 AM","0"
"Server49","3/28/2020 12:00:00 AM","0"
"Server50","3/28/2020 12:00:00 AM","0"
"Server51","3/28/2020 12:00:00 AM","21"
"Server52","3/28/2020 12:00:00 AM","0"
"Server53","3/28/2020 12:00:00 AM","0"
"Server54","3/28/2020 12:00:00 AM","0"
"Server55","3/28/2020 12:00:00 AM","0"
"Server56","3/28/2020 12:00:00 AM","0"
"Server57","3/28/2020 12:00:00 AM","0"
"Server58","3/28/2020 12:00:00 AM","0"
"Server59","3/28/2020 12:00:00 AM","0"
"Server60","3/28/2020 12:00:00 AM","0"
"Server61","3/28/2020 12:00:00 AM","0"
"Server62","3/28/2020 12:00:00 AM","0"
"Server63","3/28/2020 12:00:00 AM","0"
"Server64","3/28/2020 12:00:00 AM","14"
"Server65","3/28/2020 12:00:00 AM","0"
"Server66","3/28/2020 12:00:00 AM","0"
"Server67","3/28/2020 12:00:00 AM","0"
"Server68","3/28/2020 12:00:00 AM","0"
"Server69","3/28/2020 12:00:00 AM","14"
"Server70","3/28/2020 12:00:00 AM","0"
"Server71","3/28/2020 12:00:00 AM","0"
"Server72","3/28/2020 12:00:00 AM","0"
"Server73","3/28/2020 12:00:00 AM","0"
"Server74","3/28/2020 12:00:00 AM","7"
"Server75","3/28/2020 12:00:00 AM","0"
"Server76","3/28/2020 12:00:00 AM","0"
"Server77","3/28/2020 12:00:00 AM","0"
"Server78","3/28/2020 12:00:00 AM","0"
"Server79","3/28/2020 12:00:00 AM","77"
"Server80","3/28/2020 12:00:00 AM","0"
"Server81","3/28/2020 12:00:00 AM","0"
"Server82","3/28/2020 12:00:00 AM","0"
"Server83","3/28/2020 12:00:00 AM","0"
"Server84","3/28/2020 12:00:00 AM","7"
"Server85","3/28/2020 12:00:00 AM","28"
"Server86","3/28/2020 12:00:00 AM","0"
"Server87","3/28/2020 12:00:00 AM","0"
"Server88","3/28/2020 12:00:00 AM","0"
"Server89","3/28/2020 12:00:00 AM","0"
"Server90","3/28/2020 12:00:00 AM","7"
"Server91","3/28/2020 12:00:00 AM","0"
"Server92","3/28/2020 12:00:00 AM","7"
"Server93","3/28/2020 12:00:00 AM","7"
"Server94","3/28/2020 12:00:00 AM","7"
"Server95","3/28/2020 12:00:00 AM","0"
"Server96","3/28/2020 12:00:00 AM","14"
"Server97","3/28/2020 12:00:00 AM","0"
"Server98","3/28/2020 12:00:00 AM","0"
"Server99","3/28/2020 12:00:00 AM","7"
"Server0","3/29/2020 12:00:00 AM","1"
"Server1","3/29/2020 12:00:00 AM","1"
"Server2","3/29/2020 12:00:00 AM","1"
"Server3","3/29/2020 12:00:00 AM","1"
"Server4","3/29/2020 12:00:00 AM","1"
"Server5","3/29/2020 12:00:00 AM","1"
"Server6","3/29/2020 12:00:00 AM","1"
"Server7","3/29/2020 12:00:00 AM","85"
"Server8","3/29/2020 12:00:00 AM","1"
"Server9","3/29/2020 12:00:00 AM","8"
"Server10","3/29/2020 12:00:00 AM","15"
"Server11","3/29/2020 12:00:00 AM","86"
"Server12","3/29/2020 12:00:00 AM","1"
"Server13","3/29/2020 12:00:00 AM","1"
"Server14","3/29/2020 12:00:00 AM","8"
"Server15","3/29/2020 12:00:00 AM","8"
"Server16","3/29/2020 12:00:00 AM","1"
"Server17","3/29/2020 12:00:00 AM","78"
"Server18","3/29/2020 12:00:00 AM","8"
"Server19","3/29/2020 12:00:00 AM","1"
"Server20","3/29/2020 12:00:00 AM","1"
"Server21","3/29/2020 12:00:00 AM","1"
"Server22","3/29/2020 12:00:00 AM","8"
"Server23","3/29/2020 12:00:00 AM","1"
"Server24","3/29/2020 12:00:00 AM","1"
"Server25","3/29/2020 12:00:00 AM","1"
"Server26","3/29/2020 12:00:00 AM","8"
"Server27","3/29/2020 12:00:00 AM","15"
"Server28","3/29/2020 12:00:00 AM","1"
"Server29","3/29/2020 12:00:00 AM","1"
"Server30","3/29/2020 12:00:00 AM","1"
"Server31","3/29/2020 12:00:00 AM","1"
"Server32","3/29/2020 12:00:00 AM","1"
"Server33","3/29/2020 12:00:00 AM","1"
"Server34","3/29/2020 12:00:00 AM","1"
"Server35","3/29/2020 12:00:00 AM","1"
"Server36","3/29/2020 12:00:00 AM","1"
"Server37","3/29/2020 12:00:00 AM","1"
"Server38","3/29/2020 12:00:00 AM","1"
"Server39","3/29/2020 12:00:00 AM","1"
"Server40","3/29/2020 12:00:00 AM","1"
"Server41","3/29/2020 12:00:00 AM","1"
"Server42","3/29/2020 12:00:00 AM","1"
"Server43","3/29/2020 12:00:00 AM","85"
"Server44","3/29/2020 12:00:00 AM","1"
"Server45","3/29/2020 12:00:00 AM","8"
"Server46","3/29/2020 12:00:00 AM","8"
"Server47","3/29/2020 12:00:00 AM","1"
"Server48","3/29/2020 12:00:00 AM","1"
"Server49","3/29/2020 12:00:00 AM","1"
"Server50","3/29/2020 12:00:00 AM","1"
"Server51","3/29/2020 12:00:00 AM","22"
"Server52","3/29/2020 12:00:00 AM","1"
"Server53","3/29/2020 12:00:00 AM","1"
"Server54","3/29/2020 12:00:00 AM","1"
"Server55","3/29/2020 12:00:00 AM","1"
"Server56","3/29/2020 12:00:00 AM","1"
"Server57","3/29/2020 12:00:00 AM","1"
"Server58","3/29/2020 12:00:00 AM","1"
"Server59","3/29/2020 12:00:00 AM","1"
"Server60","3/29/2020 12:00:00 AM","1"
"Server61","3/29/2020 12:00:00 AM","1"
"Server62","3/29/2020 12:00:00 AM","1"
"Server63","3/29/2020 12:00:00 AM","1"
"Server64","3/29/2020 12:00:00 AM","15"
"Server65","3/29/2020 12:00:00 AM","1"
"Server66","3/29/2020 12:00:00 AM","1"
"Server67","3/29/2020 12:00:00 AM","1"
"Server68","3/29/2020 12:00:00 AM","1"
"Server69","3/29/2020 12:00:00 AM","15"
"Server70","3/29/2020 12:00:00 AM","1"
"Server71","3/29/2020 12:00:00 AM","1"
"Server72","3/29/2020 12:00:00 AM","1"
"Server73","3/29/2020 12:00:00 AM","1"
"Server74","3/29/2020 12:00:00 AM","8"
"Server75","3/29/2020 12:00:00 AM","1"
"Server76","3/29/2020 12:00:00 AM","1"
"Server77","3/29/2020 12:00:00 AM","1"
"Server78","3/29/2020 12:00:00 AM","1"
"Server79","3/29/2020 12:00:00 AM","78"
"Server80","3/29/2020 12:00:00 AM","1"
"Server81","3/29/2020 12:00:00 AM","1"
"Server82","3/29/2020 12:00:00 AM","1"
"Server83","3/29/2020 12:00:00 AM","1"
"Server84","3/29/2020 12:00:00 AM","8"
"Server85","3/29/2020 12:00:00 AM","29"
"Server86","3/29/2020 12:00:00 AM","1"
"Server87","3/29/2020 12:00:00 AM","1"
"Server88","3/29/2020 12:00:00 AM","1"
"Server89","3/29/2020 12:00:00 AM","1"
"Server90","3/29/2020 12:00:00 AM","8"
"Server91","3/29/2020 12:00:00 AM","1"
"Server92","3/29/2020 12:00:00 AM","8"
"Server93","3/29/2020 12:00:00 AM","8"
"Server94","3/29/2020 12:00:00 AM","8"
"Server95","3/29/2020 12:00:00 AM","1"
"Server96","3/29/2020 12:00:00 AM","15"
"Server97","3/29/2020 12:00:00 AM","1"
"Server98","3/29/2020 12:00:00 AM","1"
"Server99","3/29/2020 12:00:00 AM","8"
"Server0","3/30/2020 12:00:00 AM","2"
"Server1","3/30/2020 12:00:00 AM","2"
"Server2","3/30/2020 12:00:00 AM","2"
"Server3","3/30/2020 12:00:00 AM","2"
"Server4","3/30/2020 12:00:00 AM","2"
"Server5","3/30/2020 12:00:00 AM","2"
"Server6","3/30/2020 12:00:00 AM","2"
"Server7","3/30/2020 12:00:00 AM","86"
"Server8","3/30/2020 12:00:00 AM","2"
"Server9","3/30/2020 12:00:00 AM","9"
"Server10","3/30/2020 12:00:00 AM","16"
"Server11","3/30/2020 12:00:00 AM","87"
"Server12","3/30/2020 12:00:00 AM","2"
"Server13","3/30/2020 12:00:00 AM","2"
"Server14","3/30/2020 12:00:00 AM","9"
"Server15","3/30/2020 12:00:00 AM","9"
"Server16","3/30/2020 12:00:00 AM","2"
"Server17","3/30/2020 12:00:00 AM","79"
"Server18","3/30/2020 12:00:00 AM","9"
"Server19","3/30/2020 12:00:00 AM","2"
"Server20","3/30/2020 12:00:00 AM","2"
"Server21","3/30/2020 12:00:00 AM","2"
"Server22","3/30/2020 12:00:00 AM","9"
"Server23","3/30/2020 12:00:00 AM","2"
"Server24","3/30/2020 12:00:00 AM","2"
"Server25","3/30/2020 12:00:00 AM","2"
"Server26","3/30/2020 12:00:00 AM","9"
"Server27","3/30/2020 12:00:00 AM","16"
"Server28","3/30/2020 12:00:00 AM","2"
"Server29","3/30/2020 12:00:00 AM","2"
"Server30","3/30/2020 12:00:00 AM","2"
"Server31","3/30/2020 12:00:00 AM","2"
"Server32","3/30/2020 12:00:00 AM","2"
"Server33","3/30/2020 12:00:00 AM","2"
"Server34","3/30/2020 12:00:00 AM","2"
"Server35","3/30/2020 12:00:00 AM","2"
"Server36","3/30/2020 12:00:00 AM","2"
"Server37","3/30/2020 12:00:00 AM","2"
"Server38","3/30/2020 12:00:00 AM","2"
"Server39","3/30/2020 12:00:00 AM","2"
"Server40","3/30/2020 12:00:00 AM","2"
"Server41","3/30/2020 12:00:00 AM","2"
"Server42","3/30/2020 12:00:00 AM","2"
"Server43","3/30/2020 12:00:00 AM","86"
"Server44","3/30/2020 12:00:00 AM","2"
"Server45","3/30/2020 12:00:00 AM","9"
"Server46","3/30/2020 12:00:00 AM","9"
"Server47","3/30/2020 12:00:00 AM","2"
"Server48","3/30/2020 12:00:00 AM","2"
"Server49","3/30/2020 12:00:00 AM","2"
"Server50","3/30/2020 12:00:00 AM","2"
"Server51","3/30/2020 12:00:00 AM","23"
"Server52","3/30/2020 12:00:00 AM","2"
"Server53","3/30/2020 12:00:00 AM","2"
"Server54","3/30/2020 12:00:00 AM","2"
"Server55","3/30/2020 12:00:00 AM","2"
"Server56","3/30/2020 12:00:00 AM","2"
"Server57","3/30/2020 12:00:00 AM","2"
"Server58","3/30/2020 12:00:00 AM","2"
"Server59","3/30/2020 12:00:00 AM","2"
"Server60","3/30/2020 12:00:00 AM","2"
"Server61","3/30/2020 12:00:00 AM","2"
"Server62","3/30/2020 12:00:00 AM","2"
"Server63","3/30/2020 12:00:00 AM","2"
"Server64","3/30/2020 12:00:00 AM","16"
"Server65","3/30/2020 12:00:00 AM","2"
"Server66","3/30/2020 12:00:00 AM","2"
"Server67","3/30/2020 12:00:00 AM","2"
"Server68","3/30/2020 12:00:00 AM","2"
"Server69","3/30/2020 12:00:00 AM","16"
"Server70","3/30/2020 12:00:00 AM","2"
"Server71","3/30/2020 12:00:00 AM","2"
"Server72","3/30/2020 12:00:00 AM","2"
"Server73","3/30/2020 12:00:00 AM","2"
"Server74","3/30/2020 12:00:00 AM","9"
"Server75","3/30/2020 12:00:00 AM","2"
"Server76","3/30/2020 12:00:00 AM","2"
"Server77","3/30/2020 12:00:00 AM","2"
"Server78","3/30/2020 12:00:00 AM","2"
"Server79","3/30/2020 12:00:00 AM","79"
"Server80","3/30/2020 12:00:00 AM","2"
"Server81","3/30/2020 12:00:00 AM","2"
"Server82","3/30/2020 12:00:00 AM","2"
"Server83","3/30/2020 12:00:00 AM","2"
"Server84","3/30/2020 12:00:00 AM","9"
"Server85","3/30/2020 12:00:00 AM","30"
"Server86","3/30/2020 12:00:00 AM","2"
"Server87","3/30/2020 12:00:00 AM","2"
"Server88","3/30/2020 12:00:00 AM","2"
"Server89","3/30/2020 12:00:00 AM","2"
"Server90","3/30/2020 12:00:00 AM","9"
"Server91","3/30/2020 12:00:00 AM","2"
"Server92","3/30/2020 12:00:00 AM","9"
"Server93","3/30/2020 12:00:00 AM","9"
"Server94","3/30/2020 12:00:00 AM","9"
"Server95","3/30/2020 12:00:00 AM","2"
"Server96","3/30/2020 12:00:00 AM","16"
"Server97","3/30/2020 12:00:00 AM","2"
"Server98","3/30/2020 12:00:00 AM","2"
"Server99","3/30/2020 12:00:00 AM","9"
"Server0","3/31/2020 12:00:00 AM","3"
"Server1","3/31/2020 12:00:00 AM","3"
"Server2","3/31/2020 12:00:00 AM","3"
"Server3","3/31/2020 12:00:00 AM","3"
"Server4","3/31/2020 12:00:00 AM","3"
"Server5","3/31/2020 12:00:00 AM","3"
"Server6","3/31/2020 12:00:00 AM","3"
"Server7","3/31/2020 12:00:00 AM","87"
"Server8","3/31/2020 12:00:00 AM","3"
"Server9","3/31/2020 12:00:00 AM","10"
"Server10","3/31/2020 12:00:00 AM","17"
"Server11","3/31/2020 12:00:00 AM","88"
"Server12","3/31/2020 12:00:00 AM","3"
"Server13","3/31/2020 12:00:00 AM","3"
"Server14","3/31/2020 12:00:00 AM","10"
"Server15","3/31/2020 12:00:00 AM","10"
"Server16","3/31/2020 12:00:00 AM","3"
"Server17","3/31/2020 12:00:00 AM","80"
"Server18","3/31/2020 12:00:00 AM","10"
"Server19","3/31/2020 12:00:00 AM","3"
"Server20","3/31/2020 12:00:00 AM","3"
"Server21","3/31/2020 12:00:00 AM","3"
"Server22","3/31/2020 12:00:00 AM","10"
"Server23","3/31/2020 12:00:00 AM","3"
"Server24","3/31/2020 12:00:00 AM","3"
"Server25","3/31/2020 12:00:00 AM","3"
"Server26","3/31/2020 12:00:00 AM","10"
"Server27","3/31/2020 12:00:00 AM","17"
"Server28","3/31/2020 12:00:00 AM","3"
"Server29","3/31/2020 12:00:00 AM","3"
"Server30","3/31/2020 12:00:00 AM","3"
"Server31","3/31/2020 12:00:00 AM","3"
"Server32","3/31/2020 12:00:00 AM","3"
"Server33","3/31/2020 12:00:00 AM","3"
"Server34","3/31/2020 12:00:00 AM","3"
"Server35","3/31/2020 12:00:00 AM","3"
"Server36","3/31/2020 12:00:00 AM","3"
"Server37","3/31/2020 12:00:00 AM","3"
"Server38","3/31/2020 12:00:00 AM","3"
"Server39","3/31/2020 12:00:00 AM","3"
"Server40","3/31/2020 12:00:00 AM","3"
"Server41","3/31/2020 12:00:00 AM","3"
"Server42","3/31/2020 12:00:00 AM","3"
"Server43","3/31/2020 12:00:00 AM","87"
"Server44","3/31/2020 12:00:00 AM","3"
"Server45","3/31/2020 12:00:00 AM","10"
"Server46","3/31/2020 12:00:00 AM","10"
"Server47","3/31/2020 12:00:00 AM","3"
"Server48","3/31/2020 12:00:00 AM","3"
"Server49","3/31/2020 12:00:00 AM","3"
"Server50","3/31/2020 12:00:00 AM","3"
"Server51","3/31/2020 12:00:00 AM","24"
"Server52","3/31/2020 12:00:00 AM","3"
"Server53","3/31/2020 12:00:00 AM","3"
"Server54","3/31/2020 12:00:00 AM","3"
"Server55","3/31/2020 12:00:00 AM","3"
"Server56","3/31/2020 12:00:00 AM","3"
"Server57","3/31/2020 12:00:00 AM","3"
"Server58","3/31/2020 12:00:00 AM","3"
"Server59","3/31/2020 12:00:00 AM","3"
"Server60","3/31/2020 12:00:00 AM","3"
"Server61","3/31/2020 12:00:00 AM","3"
"Server62","3/31/2020 12:00:00 AM","3"
"Server63","3/31/2020 12:00:00 AM","3"
"Server64","3/31/2020 12:00:00 AM","17"
"Server65","3/31/2020 12:00:00 AM","3"
"Server66","3/31/2020 12:00:00 AM","3"
"Server67","3/31/2020 12:00:00 AM","3"
"Server68","3/31/2020 12:00:00 AM","3"
"Server69","3/31/2020 12:00:00 AM","17"
"Server70","3/31/2020 12:00:00 AM","3"
"Server71","3/31/2020 12:00:00 AM","3"
"Server72","3/31/2020 12:00:00 AM","3"
"Server73","3/31/2020 12:00:00 AM","3"
"Server74","3/31/2020 12:00:00 AM","10"
"Server75","3/31/2020 12:00:00 AM","3"
"Server76","3/31/2020 12:00:00 AM","3"
"Server77","3/31/2020 12:00:00 AM","3"
"Server78","3/31/2020 12:00:00 AM","3"
"Server79","3/31/2020 12:00:00 AM","80"
"Server80","3/31/2020 12:00:00 AM","3"
"Server81","3/31/2020 12:00:00 AM","3"
"Server82","3/31/2020 12:00:00 AM","3"
"Server83","3/31/2020 12:00:00 AM","3"
"Server84","3/31/2020 12:00:00 AM","10"
"Server85","3/31/2020 12:00:00 AM","31"
"Server86","3/31/2020 12:00:00 AM","3"
"Server87","3/31/2020 12:00:00 AM","3"
"Server88","3/31/2020 12:00:00 AM","3"
"Server89","3/31/2020 12:00:00 AM","3"
"Server90","3/31/2020 12:00:00 AM","10"
"Server91","3/31/2020 12:00:00 AM","3"
"Server92","3/31/2020 12:00:00 AM","10"
"Server93","3/31/2020 12:00:00 AM","10"
"Server94","3/31/2020 12:00:00 AM","10"
"Server95","3/31/2020 12:00:00 AM","3"
"Server96","3/31/2020 12:00:00 AM","17"
"Server97","3/31/2020 12:00:00 AM","3"
"Server98","3/31/2020 12:00:00 AM","3"
"Server99","3/31/2020 12:00:00 AM","10"
"Server0","4/1/2020 12:00:00 AM","4"
"Server1","4/1/2020 12:00:00 AM","4"
"Server2","4/1/2020 12:00:00 AM","4"
"Server3","4/1/2020 12:00:00 AM","4"
"Server4","4/1/2020 12:00:00 AM","4"
"Server5","4/1/2020 12:00:00 AM","4"
"Server6","4/1/2020 12:00:00 AM","4"
"Server7","4/1/2020 12:00:00 AM","88"
"Server8","4/1/2020 12:00:00 AM","4"
"Server9","4/1/2020 12:00:00 AM","11"
"Server10","4/1/2020 12:00:00 AM","18"
"Server11","4/1/2020 12:00:00 AM","89"
"Server12","4/1/2020 12:00:00 AM","4"
"Server13","4/1/2020 12:00:00 AM","4"
"Server14","4/1/2020 12:00:00 AM","11"
"Server15","4/1/2020 12:00:00 AM","11"
"Server16","4/1/2020 12:00:00 AM","4"
"Server17","4/1/2020 12:00:00 AM","81"
"Server18","4/1/2020 12:00:00 AM","11"
"Server19","4/1/2020 12:00:00 AM","4"
"Server20","4/1/2020 12:00:00 AM","4"
"Server21","4/1/2020 12:00:00 AM","4"
"Server22","4/1/2020 12:00:00 AM","11"
"Server23","4/1/2020 12:00:00 AM","4"
"Server24","4/1/2020 12:00:00 AM","4"
"Server25","4/1/2020 12:00:00 AM","4"
"Server26","4/1/2020 12:00:00 AM","11"
"Server27","4/1/2020 12:00:00 AM","18"
"Server28","4/1/2020 12:00:00 AM","4"
"Server29","4/1/2020 12:00:00 AM","4"
"Server30","4/1/2020 12:00:00 AM","4"
"Server31","4/1/2020 12:00:00 AM","4"
"Server32","4/1/2020 12:00:00 AM","4"
"Server33","4/1/2020 12:00:00 AM","4"
"Server34","4/1/2020 12:00:00 AM","4"
"Server35","4/1/2020 12:00:00 AM","4"
"Server36","4/1/2020 12:00:00 AM","4"
"Server37","4/1/2020 12:00:00 AM","4"
"Server38","4/1/2020 12:00:00 AM","4"
"Server39","4/1/2020 12:00:00 AM","4"
"Server40","4/1/2020 12:00:00 AM","4"
"Server41","4/1/2020 12:00:00 AM","4"
"Server42","4/1/2020 12:00:00 AM","4"
"Server43","4/1/2020 12:00:00 AM","88"
"Server44","4/1/2020 12:00:00 AM","4"
"Server45","4/1/2020 12:00:00 AM","11"
"Server46","4/1/2020 12:00:00 AM","11"
"Server47","4/1/2020 12:00:00 AM","4"
"Server48","4/1/2020 12:00:00 AM","4"
"Server49","4/1/2020 12:00:00 AM","4"
"Server50","4/1/2020 12:00:00 AM","4"
"Server51","4/1/2020 12:00:00 AM","25"
"Server52","4/1/2020 12:00:00 AM","4"
"Server53","4/1/2020 12:00:00 AM","4"
"Server54","4/1/2020 12:00:00 AM","4"
"Server55","4/1/2020 12:00:00 AM","4"
"Server56","4/1/2020 12:00:00 AM","4"
"Server57","4/1/2020 12:00:00 AM","4"
"Server58","4/1/2020 12:00:00 AM","4"
"Server59","4/1/2020 12:00:00 AM","4"
"Server60","4/1/2020 12:00:00 AM","4"
"Server61","4/1/2020 12:00:00 AM","4"
"Server62","4/1/2020 12:00:00 AM","4"
"Server63","4/1/2020 12:00:00 AM","4"
"Server64","4/1/2020 12:00:00 AM","18"
"Server65","4/1/2020 12:00:00 AM","4"
"Server66","4/1/2020 12:00:00 AM","4"
"Server67","4/1/2020 12:00:00 AM","4"
"Server68","4/1/2020 12:00:00 AM","4"
"Server69","4/1/2020 12:00:00 AM","18"
"Server70","4/1/2020 12:00:00 AM","4"
"Server71","4/1/2020 12:00:00 AM","4"
"Server72","4/1/2020 12:00:00 AM","4"
"Server73","4/1/2020 12:00:00 AM","4"
"Server74","4/1/2020 12:00:00 AM","11"
"Server75","4/1/2020 12:00:00 AM","4"
"Server76","4/1/2020 12:00:00 AM","4"
"Server77","4/1/2020 12:00:00 AM","4"
"Server78","4/1/2020 12:00:00 AM","4"
"Server79","4/1/2020 12:00:00 AM","81"
"Server80","4/1/2020 12:00:00 AM","4"
"Server81","4/1/2020 12:00:00 AM","4"
"Server82","4/1/2020 12:00:00 AM","4"
"Server83","4/1/2020 12:00:00 AM","4"
"Server84","4/1/2020 12:00:00 AM","11"
"Server85","4/1/2020 12:00:00 AM","32"
"Server86","4/1/2020 12:00:00 AM","4"
"Server87","4/1/2020 12:00:00 AM","4"
"Server88","4/1/2020 12:00:00 AM","4"
"Server89","4/1/2020 12:00:00 AM","4"
"Server90","4/1/2020 12:00:00 AM","11"
"Server91","4/1/2020 12:00:00 AM","4"
"Server92","4/1/2020 12:00:00 AM","11"
"Server93","4/1/2020 12:00:00 AM","11"
"Server94","4/1/2020 12:00:00 AM","11"
"Server95","4/1/2020 12:00:00 AM","4"
"Server96","4/1/2020 12:00:00 AM","18"
"Server97","4/1/2020 12:00:00 AM","4"
"Server98","4/1/2020 12:00:00 AM","4"
"Server99","4/1/2020 12:00:00 AM","11"
"Server0","4/2/2020 12:00:00 AM","5"
"Server1","4/2/2020 12:00:00 AM","5"
"Server2","4/2/2020 12:00:00 AM","5"
